rating_average
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8.1
8.1
8.4
8.2
8.2
7.8
8.0
8.0
8.2
8.0
8.9
""
""
""
""
""
""
""
""
""
""
7.0
""
""
""
""
""
""
""
""
""
7.3
7.0
6.8
7.0
6.8
7.3
7.0
7.0
""
""
5.0
9.0
9.0
""
""
""
9.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
7.0
""
""
""
""
""
