rating_average
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
9.0
8.7
8.8
8.7
8.5
8.8
8.6
8.8
8.2
8.8
""
9.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
6.0
9.0
9.0
""
""
""
""
""
""
""
""
8.0
""
""
""
""
""
7.7
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
7.0
7.3
7.2
7.3
7.2
7.4
7.3
7.4
7.3
7.3
7.5
7.6
7.5
""
""
8.7
""
""
""
""
""
""
""
""
""
""
""
