rating_average
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
5.5
""
""
""
""
""
""
""
""
""
""
""
""
6.5
""
""
""
""
""
""
8.0
""
