rating_average
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
10.0
""
""
""
""
""
""
8.9
""
""
""
""
""
""
""
7.0
7.0
7.0
7.0
7.0
7.0
""
8.4
7.8
7.7
7.8
8.0
8.2
""
""
""
""
""
7.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
7.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
6.0
""
""
""
