rating_average
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
9.2
""
7.7
7.6
7.8
7.8
7.8
7.7
7.7
8.3
8.3
7.7
8.3
""
""
""
""
""
""
""
""
""
""
""
""
9.3
9.3
9.7
9.3
9.3
9.3
9.3
9.3
9.7
9.7
7.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
9.5
9.5
""
7.5
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
6.1
""
""
""
9.5
7.0
""
