rating_average
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
10.0
""
""
7.5
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
6.0
""
""
""
""
""
""
""
8.0
""
""
""
