rating_average
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
9.5
""
""
""
""
""
""
""
8.3
""
""
""
7.7
7.7
7.7
6.3
7.7
7.3
7.7
7.3
7.7
7.7
""
""
7.8
7.7
7.2
7.7
7.4
7.0
7.4
6.1
""
6.7
""
""
""
""
""
8.5
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
4.5
""
""
""
""
""
