rating_average
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
7.1
7.5
""
""
""
""
10.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
9.0
""
""
""
""
""
""
""
""
""
8.5
""
""
""
