rating_average
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
9.5
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8.1
""
""
""
8.9
""
""
6.5
""
""
8.4
""
""
""
""
""
""
""
""
""
""
""
""
10.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
