rating_average
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8.5
""
""
9.2
""
""
""
""
""
""
""
""
""
""
""
""
8.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
7.5
""
""
""
""
""
""
""
""
8.5
""
""
""
""
""
""
""
8.2
8.3
3.7
""
""
