rating_average
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
7.9
7.9
7.9
7.8
8.0
7.9
7.7
7.4
""
""
8.9
""
9.5
""
""
""
""
""
""
""
7.0
9.0
9.5
""
""
8.0
""
""
""
7.7
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
9.0
""
""
""
7.2
8.0
7.8
8.3
8.3
7.2
8.0
""
""
