rating_average
""
""
""
""
""
""
""
""
""
""
""
8.4
""
7.0
""
""
""
""
""
""
5.5
""
""
7.0
7.5
7.5
7.0
7.7
6.7
8.0
7.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
