rating_average
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8.7
8.8
8.9
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
7.5
""
""
""
""
""
""
""
""
6.0
6.5
6.5
6.5
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
