rating_average
""
""
""
""
""
""
8.3
""
""
""
""
""
""
""
""
""
""
""
9.0
""
""
8.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
