_embedded_show_id,_embedded_show_url,_embedded_show_name,_embedded_show_type,_embedded_show_language,_embedded_show_genres,_embedded_show_status,_embedded_show_runtime,_embedded_show_averageRuntime,_embedded_show_premiered,_embedded_show_ended,_embedded_show_officialSite,_embedded_show_weight,_embedded_show_network,_embedded_show_dvdCountry,_embedded_show_summary,_embedded_show_updated
48683,https://www.tvmaze.com/shows/48683/ispoved,Исповедь,Documentary,Russian,[],Ended,48.0,47.0,2020-05-11,2021-02-08,https://premier.one/collections/134,2,,,"<p>This is not an interview, this is a confession. Revelations of the artist in the form of a monologue. The guest's opinion may not coincide with the opinion of the PREMIER platform editorial board.</p>",1637061807
51471,https://www.tvmaze.com/shows/51471/hero-return,Hero Return,Animation,Chinese,"['Action', 'Anime', 'Science-Fiction']",Running,15.0,16.0,2020-10-18,,https://v.qq.com/detail/q/q72jd29a3oxflsr.html,76,,,"<p>Zero was mankind's first real superhero. Under his watch, countless other superheros appeared and followed in his footsteps. However, after 5 years of war, Zero disappeared without a trace.<br /><br />(Source: zeroscans)</p>",1603467037
52178,https://www.tvmaze.com/shows/52178/swallowed-star,Swallowed Star,Animation,Chinese,"['Anime', 'Science-Fiction']",Running,,21.0,2020-11-29,,https://v.qq.com/detail/3/324olz7ilvo2j5f.html,88,,,"<p>One day, an unexplained RR virus appeared on the earth, drawing the world into disaster. Infected animals mutated into terrible monsters, invaded massively, and humans built walls around the destruction and established the base city as the last bastion for humans. The suffering that mankind has experienced during this period of time is known as the ""Great Nirvana Period."" Not only that, Luo Feng not only carried the burden of supporting the family but also to protect the human homeland, for the better survival and development of mankind, together with other justice warriors, to join hands against the fierce monsters. Under the desperate situation of the end, can Luo Feng and other warriors repel monsters and successfully protect the human world?</p>",1648370962
54033,https://www.tvmaze.com/shows/54033/wu-shen-zhu-zai,Wu Shen Zhu Zai,Animation,Chinese,"['Action', 'Adventure', 'Anime', 'Fantasy']",Running,8.0,8.0,2020-03-08,,https://v.qq.com/detail/m/7q544xyrava3vxf.html,76,,,"<p>The protagonist Qin Chen, who was originally the top genius in the military domain, was conspired by the people to fall into the death canyon in the forbidden land of the mainland. Qin Chen, who was inevitably dead, unexpectedly triggered the power of the mysterious ancient sword.<br /><br />Three hundred years later, in a remote part of the Tianwu mainland, a boy of the same name accidentally inherited Qin Chen's will. As the beloved grandson of King Dingwu of the Daqi National Army, due to the birth father's birth, the mother and son were treated coldly in Dingwu's palace and lived together. In order to rewrite the myth of the strong man in hope of the sun, and to protect everything he loves, Qin Chen resolutely took up the responsibility of maintaining the five kingdoms of the world and set foot on the road of martial arts again.</p>",1649423444
50398,https://www.tvmaze.com/shows/50398/mans-diary,Man's Diary,Animation,Chinese,"['Anime', 'Supernatural']",Running,12.0,12.0,2019-07-21,,https://www.bilibili.com/bangumi/media/md4314622,3,,,"<p>In the twenty-first century, gods and demons can no longer maintain balance due to the rapid development of human society. In an effort to restore proper order, the gods began to take care of saving the world, for which they sent a group of gods and monsters to the world of people, who must find there the "" key "" to salvation. Su moting is a girl with the personality of ""demon child"". When her parents asked her to leave home so that she could become independent and independent, she met the beautiful and charming God of Tianjin and the mysterious demon cat. So begins a new turbulent round of su moting's life.</p><p><br /> </p>",1611039497
54762,https://www.tvmaze.com/shows/54762/youths-in-the-breeze,Youths in the Breeze,Scripted,Chinese,"['Drama', 'Fantasy']",Ended,7.0,7.0,2020-12-13,2020-12-22,https://v.youku.com/v_show/id_XNDk4OTUxMzg1Mg==.html?spm=a2hbt.13141534.0.13141534&s=6eefbfbd4befbfbd32ef,28,,,"<p>The play consists of three youth stories. ""He and Meow"": The cat Jiang Xiao Kui and his owner Jiang Qing from the cat kingdom live a happy life. Until Jiang Qing's younger brother Jiang Xia returned home. Xia, who was allergic to cats, and Jiang Xiao Kui, who hated his younger brother, started a battle over sister's favor. ""Full-time rival"": Xu Tian Yi and Li Shi Lin, who had been at odds for a long time, reunited during the summer sprint training. In the process of competing against each other, their misunderstanding was resolved. Just when the two worked together to enter the team, an accident happened. ""The Man in the Story"": Yu Sheng, a young man, accidentally discovered that he turned out to be a character in Xu Mo's novel. After learning about the tragic ending of himself and his sister, he came to the real world to fight with the writer in an attempt to change his destiny.</p><p><br /> </p>",1618466682
54762,https://www.tvmaze.com/shows/54762/youths-in-the-breeze,Youths in the Breeze,Scripted,Chinese,"['Drama', 'Fantasy']",Ended,7.0,7.0,2020-12-13,2020-12-22,https://v.youku.com/v_show/id_XNDk4OTUxMzg1Mg==.html?spm=a2hbt.13141534.0.13141534&s=6eefbfbd4befbfbd32ef,28,,,"<p>The play consists of three youth stories. ""He and Meow"": The cat Jiang Xiao Kui and his owner Jiang Qing from the cat kingdom live a happy life. Until Jiang Qing's younger brother Jiang Xia returned home. Xia, who was allergic to cats, and Jiang Xiao Kui, who hated his younger brother, started a battle over sister's favor. ""Full-time rival"": Xu Tian Yi and Li Shi Lin, who had been at odds for a long time, reunited during the summer sprint training. In the process of competing against each other, their misunderstanding was resolved. Just when the two worked together to enter the team, an accident happened. ""The Man in the Story"": Yu Sheng, a young man, accidentally discovered that he turned out to be a character in Xu Mo's novel. After learning about the tragic ending of himself and his sister, he came to the real world to fight with the writer in an attempt to change his destiny.</p><p><br /> </p>",1618466682
40240,https://www.tvmaze.com/shows/40240/113,113,Documentary,Norwegian,[],Ended,40.0,39.0,2019-01-01,2020-12-20,https://tv.nrk.no/serie/113,33,,,<p>What happens when you call 113? In this series we are following the people that are there for us when the worst happens.</p>,1645372963
50752,https://www.tvmaze.com/shows/50752/stjernestov,Stjernestøv,Scripted,Norwegian,"['Drama', 'Children', 'Family']",Ended,20.0,20.0,2020-12-01,2020-12-24,https://tv.nrk.no/serie/stjernestoev,22,,,"<p>The parents get divorced and Jo has to move to a new place. One day, Nordstjerna goes out, and Jo discovers that a girl with magical powers lives in the attic.</p>",1611436842
33172,https://www.tvmaze.com/shows/33172/der-ingen-skulle-tru-at-nokon-kunne-bu,Der ingen skulle tru at nokon kunne bu,Documentary,Norwegian,"['Adventure', 'Travel']",Running,,34.0,2002-12-08,,https://tv.nrk.no/serie/der-ingen-skulle-tru-at-nokon-kunne-bu,20,,,"<p>Norwegian documentary show about people that have settled in remote areas, a mountain shelf, a mountain cabin or a remote area deep into the wilderness.</p>",1638993194
33172,https://www.tvmaze.com/shows/33172/der-ingen-skulle-tru-at-nokon-kunne-bu,Der ingen skulle tru at nokon kunne bu,Documentary,Norwegian,"['Adventure', 'Travel']",Running,,34.0,2002-12-08,,https://tv.nrk.no/serie/der-ingen-skulle-tru-at-nokon-kunne-bu,20,,,"<p>Norwegian documentary show about people that have settled in remote areas, a mountain shelf, a mountain cabin or a remote area deep into the wilderness.</p>",1638993194
33172,https://www.tvmaze.com/shows/33172/der-ingen-skulle-tru-at-nokon-kunne-bu,Der ingen skulle tru at nokon kunne bu,Documentary,Norwegian,"['Adventure', 'Travel']",Running,,34.0,2002-12-08,,https://tv.nrk.no/serie/der-ingen-skulle-tru-at-nokon-kunne-bu,20,,,"<p>Norwegian documentary show about people that have settled in remote areas, a mountain shelf, a mountain cabin or a remote area deep into the wilderness.</p>",1638993194
33172,https://www.tvmaze.com/shows/33172/der-ingen-skulle-tru-at-nokon-kunne-bu,Der ingen skulle tru at nokon kunne bu,Documentary,Norwegian,"['Adventure', 'Travel']",Running,,34.0,2002-12-08,,https://tv.nrk.no/serie/der-ingen-skulle-tru-at-nokon-kunne-bu,20,,,"<p>Norwegian documentary show about people that have settled in remote areas, a mountain shelf, a mountain cabin or a remote area deep into the wilderness.</p>",1638993194
33172,https://www.tvmaze.com/shows/33172/der-ingen-skulle-tru-at-nokon-kunne-bu,Der ingen skulle tru at nokon kunne bu,Documentary,Norwegian,"['Adventure', 'Travel']",Running,,34.0,2002-12-08,,https://tv.nrk.no/serie/der-ingen-skulle-tru-at-nokon-kunne-bu,20,,,"<p>Norwegian documentary show about people that have settled in remote areas, a mountain shelf, a mountain cabin or a remote area deep into the wilderness.</p>",1638993194
33172,https://www.tvmaze.com/shows/33172/der-ingen-skulle-tru-at-nokon-kunne-bu,Der ingen skulle tru at nokon kunne bu,Documentary,Norwegian,"['Adventure', 'Travel']",Running,,34.0,2002-12-08,,https://tv.nrk.no/serie/der-ingen-skulle-tru-at-nokon-kunne-bu,20,,,"<p>Norwegian documentary show about people that have settled in remote areas, a mountain shelf, a mountain cabin or a remote area deep into the wilderness.</p>",1638993194
49948,https://www.tvmaze.com/shows/49948/love-revolution,Love Revolution,Scripted,Korean,"['Drama', 'Comedy', 'Romance']",Ended,20.0,20.0,2020-09-01,2020-12-27,https://tv.kakao.com/channel/3643849/cliplink/412069527?metaObjectType=Channel,34,,,"<p>The story of the ""unique romance"" about teenagers navigating love, friendship, and the chaos of high school. The story will focus mainly on Gong Joo Young, a cute and lovable student who falls in love at first sight with the standoffish and popular Wang Ja Rim. Unwavering in his love for Wang Ja Rim, the confident and cheerful Gong Joo Young isn't shy about his feelings and is determined to win her heart no matter what. However, despite his gentle, sweet nature when it comes to love, Gong Joo Young is also a steadfast, loyal friend who shows off a tougher and more mature side when his friends need his help.</p>",1609616788
12906,https://www.tvmaze.com/shows/12906/huskestue,Huskestue,Game Show,Norwegian,['Comedy'],Running,,43.0,2015-04-08,,https://play.tv2.no/programmer/underholdning/huskestue/,70,,,"<p>In <b>Huskestue</b>, two teams of medium-intelligent celebrities try to answer medium difficult questions. If the participants respond incorrectly, physical punishment often awaits.</p>",1651234374
44057,https://www.tvmaze.com/shows/44057/hjerteslag,Hjerteslag,Scripted,Norwegian,"['Drama', 'Romance']",To Be Determined,,11.0,2019-08-15,,https://play.tv2.no/programmer/serier/hjerteslag,72,,,"<p>A relationship drama about two young people who fall in love at a difficult time in life. In the series, we meet Anders and Mio who, after a one night stand, find out that they are pregnant.</p>",1639488906
49524,https://www.tvmaze.com/shows/49524/30-monedas,30 Monedas,Scripted,Spanish,"['Horror', 'Thriller', 'Mystery']",Running,60.0,64.0,2020-11-29,,https://es.hboespana.com/series/30-coins/37b0ccfe-0bf1-489e-b2a3-cae9f6307eb6,88,"{'id': 8, 'name': 'HBO', 'country': {'name': 'United States', 'code': 'US', 'timezone': 'America/New_York'}, 'officialSite': 'https://www.hbo.com/'}",,"<p>Father Vergara is an exorcist, boxer and ex-convict who is exiled by the church to be the priest of a remote town in Spain. He wants to forget and be forgotten, but his enemies will soon find him. Strange things begin to happen, and an unlikely task force of Mayor Paco and local vet Elena seek the truth, whilst reality is distorted by a cursed coin which is at the heart of a global conspiracy.  </p>",1648334894
52156,https://www.tvmaze.com/shows/52156/by-ana-milan,By Ana Milán,Scripted,Spanish,['Comedy'],Running,,,2020-11-08,,https://www.atresplayer.com/series/byanamilan/,25,,,,1623611405
57874,https://www.tvmaze.com/shows/57874/oiiiginaler,Oiii'ginaler,Scripted,Norwegian,['Children'],To Be Determined,,5.0,2020-11-29,,https://play.tv2.no/oiii/oiii-serier/oiii-ginaler,17,,,"<p>There is nothing more fun than making Christmas decorations yourself, right? See how four different Christmas figures come to life with things and seaweed you find at home. Advent mouse, candy cane, Christmas fly and napkin will definitely give you a Christmas mood.</p>",1632448666
22893,https://www.tvmaze.com/shows/22893/0-z-majklom-surom,#@)₴?$0 з Майклом Щуром,News,Ukrainian,"['Comedy', 'Family']",Running,30.0,30.0,2016-11-06,,http://1tv.com.ua/programs/maikl_shcur,70,"{'id': 1320, 'name': 'UA:Перший', 'country': {'name': 'Ukraine', 'code': 'UA', 'timezone': 'Europe/Zaporozhye'}, 'officialSite': None}","{'name': 'Ukraine', 'code': 'UA', 'timezone': 'Europe/Zaporozhye'}",<p>Humorous and analytical show <b>#@₴?$0 with Michael Schur</b> proves that sometimes reality is impossible to joke. But the restless Michael Rat does the impossible and continues to work with a team of analysts to find the unnoticed in the important and the important in the unnoticed. Although sometimes he finds the completely unimportant in no one needs.</p>,1651260063
