_embedded_show_id,_embedded_show_url,_embedded_show_name,_embedded_show_type,_embedded_show_language,_embedded_show_genres,_embedded_show_status,_embedded_show_runtime,_embedded_show_averageRuntime,_embedded_show_premiered,_embedded_show_ended,_embedded_show_officialSite,_embedded_show_weight,_embedded_show_webChannel,_embedded_show_dvdCountry,_embedded_show_summary,_embedded_show_updated
52772,https://www.tvmaze.com/shows/52772/accused-a-mother-on-trial,Accused: A Mother on Trial,Documentary,English,['Crime'],Ended,,42.0,2020-12-13,2020-12-13,https://www.bbc.co.uk/programmes/p08z34bl,39,"{'id': 71, 'name': 'BBC Three', 'country': {'name': 'United Kingdom', 'code': 'GB', 'timezone': 'Europe/London'}, 'officialSite': 'https://www.bbc.co.uk/bbcthree'}",,"<p>A thrilling true crime series following a young mother facing up to 99 years in prison for murder. As the case unravels over 5 years, those closest to her search for the truth.</p>",1627050089
52772,https://www.tvmaze.com/shows/52772/accused-a-mother-on-trial,Accused: A Mother on Trial,Documentary,English,['Crime'],Ended,,42.0,2020-12-13,2020-12-13,https://www.bbc.co.uk/programmes/p08z34bl,39,"{'id': 71, 'name': 'BBC Three', 'country': {'name': 'United Kingdom', 'code': 'GB', 'timezone': 'Europe/London'}, 'officialSite': 'https://www.bbc.co.uk/bbcthree'}",,"<p>A thrilling true crime series following a young mother facing up to 99 years in prison for murder. As the case unravels over 5 years, those closest to her search for the truth.</p>",1627050089
52772,https://www.tvmaze.com/shows/52772/accused-a-mother-on-trial,Accused: A Mother on Trial,Documentary,English,['Crime'],Ended,,42.0,2020-12-13,2020-12-13,https://www.bbc.co.uk/programmes/p08z34bl,39,"{'id': 71, 'name': 'BBC Three', 'country': {'name': 'United Kingdom', 'code': 'GB', 'timezone': 'Europe/London'}, 'officialSite': 'https://www.bbc.co.uk/bbcthree'}",,"<p>A thrilling true crime series following a young mother facing up to 99 years in prison for murder. As the case unravels over 5 years, those closest to her search for the truth.</p>",1627050089
52858,https://www.tvmaze.com/shows/52858/laikykites-ten,Laikykitės Ten,Talk Show,Lithuanian,[],Running,45.0,45.0,2016-09-11,,http://www.laisves.tv,3,"{'id': 21, 'name': 'YouTube', 'country': None, 'officialSite': 'https://www.youtube.com'}",,"<p>A show of intellectual satire. The show discusses national and foreign issues in a witty and biting way, and once a month - a topic prepared in detail by the screenwriters. Since the beginning of the fifth season, three hosts have shared the main wheel: Andrius Tapinas, Ignas Grinevičius, and Irma Bogdanovičiūtė.</p>",1649774689
53338,https://www.tvmaze.com/shows/53338/el-anesa-farah,El Anesa Farah,Scripted,Arabic,"['Drama', 'Comedy']",Ended,40.0,40.0,2019-12-29,2021-11-28,https://shahid.mbc.net/en/series/Al-Anisa-Farah/series-393634,8,"{'id': 379, 'name': 'Shahid', 'country': None, 'officialSite': None}",,"<p>Farah and Shadi are left to deal with the consequences of their son's kidnapping. Between war and peace, Majed and Dalal rediscover their relationship.</p>",1645039616
53735,https://www.tvmaze.com/shows/53735/radioactive,Radioactive,Scripted,French,['Drama'],Ended,9.0,9.0,2020-12-13,2020-12-13,,23,"{'id': 21, 'name': 'YouTube', 'country': None, 'officialSite': 'https://www.youtube.com'}",,"<p>In a post-apocalyptic world, alone in a bunker, Alice tries to communicate with the outside through the radio.</p>",1614038428
58356,https://www.tvmaze.com/shows/58356/into-the-mother-lands,Into the Mother Lands,Game Show,English,[],Running,180.0,188.0,2020-10-04,,https://motherlandsrpg.com,6,"{'id': 304, 'name': 'twitch', 'country': None, 'officialSite': None}",,"<p>Our crew is recruited by T.O.R.C.H for what seems like a simple mission of delivering water to a far off planet. They get way more than they bargained for along the way, and maybe learn more about themselves during their adventures. Storyteller Eugenio Vargas leads cast members Krystina Arielle, DeejayKnight, Tanya DePass and Michael Sinclair II on a 12 session run around their galaxy and their home planet.</p>",1634449698
59951,https://www.tvmaze.com/shows/59951/awesomeness-tvs-next-influencer,Awesomeness TV's Next Influencer,Reality,English,[],To Be Determined,,32.0,2020-11-22,,https://www.paramountplus.com/shows/awesomeness-tvs-next-influencer/,24,"{'id': 107, 'name': 'Paramount+', 'country': None, 'officialSite': 'https://www.paramountplus.com/'}",,<p><b>AwesomenessTV's Next Influencer</b> follows a group of content creators competing in a series of challenges to prove they have what it takes to become the next big influencer.</p>,1647072955
60246,https://www.tvmaze.com/shows/60246/dekonstrukcia,Деконструкция,Talk Show,Russian,[],Running,60.0,60.0,2019-07-24,,https://pro-tv.info/projects/dekonstruktsiya/,1,"{'id': 21, 'name': 'YouTube', 'country': None, 'officialSite': 'https://www.youtube.com'}",,"<p>An educational online project of the Prodvizhenie TV channel and the Kino-Teatr.Ru website about how the past is depicted in real cinema and what place a work of art occupied in the context of its time. From classics to modern cinema, from epic films to TV series. The experts of ""Deconstruction"" - historians, reenactors, writers and journalists - will take each film apart and leave no stone unturned to find historical truth and fiction</p>",1650054289
61755,https://www.tvmaze.com/shows/61755/bride-of-beirut,Bride of Beirut,Scripted,Arabic,"['Drama', 'Romance']",Running,45.0,,2019-09-01,,https://shahid.mbc.net/en/series/Arous%20Beirut-season-1/season-376514-376515,6,"{'id': 379, 'name': 'Shahid', 'country': None, 'officialSite': None}",,"<p>Living with her aunt, kind-hearted Thourayya leads a simple life, but her world is upended when she crosses paths with the handsome and ambitious Fares.</p>",1650908800
36907,https://www.tvmaze.com/shows/36907/fantastico,Fantástico,News,Portuguese,[],Running,,,1973-08-05,,http://g1.globo.com/fantastico/,12,"{'id': 131, 'name': 'Globoplay', 'country': {'name': 'Brazil', 'code': 'BR', 'timezone': 'America/Noronha'}, 'officialSite': None}",,,1625402952
18752,https://www.tvmaze.com/shows/18752/off-topic,Off Topic,Talk Show,English,['Comedy'],Running,120.0,120.0,2015-12-06,,https://roosterteeth.com/series/off-topic-the-achievement-hunter-podcast,39,"{'id': 32, 'name': 'Rooster Teeth', 'country': {'name': 'United States', 'code': 'US', 'timezone': 'America/New_York'}, 'officialSite': None}",,<p>The lads and lasses of Achievement Hunter congregate each week to discuss the important questions in life. Plus drink beer.</p>,1631187730
33463,https://www.tvmaze.com/shows/33463/idolish7,IDOLiSH7,Animation,Japanese,"['Anime', 'Music']",Running,25.0,25.0,2017-11-02,,http://idolish7.com/aninana/,29,,,"<p>A group of aspiring idols gather at Takanashi Productions and are entrusted with the company's future. The seven men who have just met represent a variety of totally different personalities. However, they each have their own charm and possess unknown potential as idols. Forming a group, they take their first step together as <b>IDOLiSH7</b>. Their brilliantly shining dancing forms onstage eventually begin captivating the hearts of the people. In the glorious but sometimes harsh world of idols, they aim for the top with dreams in their hearts!</p>",1628688100
42321,https://www.tvmaze.com/shows/42321/wwe-untold,WWE Untold,Documentary,English,['Sports'],Running,,,2018-09-15,,http://network.wwe.com/shows/original/wwe-untold,42,"{'id': 15, 'name': 'WWE Network', 'country': {'name': 'United States', 'code': 'US', 'timezone': 'America/New_York'}, 'officialSite': None}",,<p>WWE Superstars past and present reveal their compelling stories about the most important moments in WWE history.</p>,1619615180
43207,https://www.tvmaze.com/shows/43207/peytons-places,Peyton's Places,Documentary,English,"['History', 'Sports']",Running,30.0,29.0,2019-07-29,,http://www.espn.com/watch/series/2043dd20-9cc0-4abe-b652-c8e7dfdfefa0/peyton-s-places,41,"{'id': 265, 'name': 'ESPN+', 'country': {'name': 'United States', 'code': 'US', 'timezone': 'America/New_York'}, 'officialSite': None}",,"<p><b>Peyton's Places</b> offers a fun, insightful tour through 100 years of football, following the sport and the league's rise to an American cultural touchstone. For nearly a year, Manning has crisscrossed the country, visiting the people and places that have played an important part in the making of the NFL—highlighting memorable events, teams, players, and trends over the past century.</p>",1647692257
43299,https://www.tvmaze.com/shows/43299/couples-therapy,Couples Therapy,Documentary,English,[],Running,30.0,46.0,2019-09-06,,https://www.sho.com/couples-therapy,46,"{'id': 315, 'name': 'Showtime on Demand', 'country': {'name': 'United States', 'code': 'US', 'timezone': 'America/New_York'}, 'officialSite': None}",,"<p><b>Couples Therapy</b> unlocks a hidden world: other people's relationships. Far from reality-show caricatures, this is true documentary filmmaking that brings viewers into the authentic and visceral experience of weekly therapy with four couples. World-class therapist Dr. Orna Guralnik deftly guides the couples through the minefield of honest confrontation with each other and with themselves, revealing the real-life struggles - and extraordinary breakthroughs - typically hidden behind closed doors.</p>",1647084684
47119,https://www.tvmaze.com/shows/47119/the-chosen,The Chosen,Scripted,English,"['Drama', 'History']",Running,50.0,50.0,2019-04-19,,https://studios.vidangel.com/the-chosen,92,"{'id': 388, 'name': 'VidAngel', 'country': {'name': 'United States', 'code': 'US', 'timezone': 'America/New_York'}, 'officialSite': None}",,"<p><b>The Chosen</b> is the first-ever-multi-season TV show about the life of Jesus. Created outside of the Hollywood system, The Chosen allows us to see Him through the eyes of those who knew him. No matter where you are at in your journey with Jesus Christ, this TV show is for you.</p>",1639514109
51894,https://www.tvmaze.com/shows/51894/til-deg-fra-meg,Til deg fra meg,Reality,Norwegian,[],To Be Determined,30.0,29.0,2020-11-29,,https://tv.nrk.no/serie/til-deg-fra-meg,2,"{'id': 238, 'name': 'NRK TV', 'country': {'name': 'Norway', 'code': 'NO', 'timezone': 'Europe/Oslo'}, 'officialSite': None}",,"<p>In this year's Advent series, Per Sundnes meets people who are going to give away a Christmas song. They themselves have experienced more adversity than most of us. Who do they want to give a special Christmas song to?</p>",1608504020
59398,https://www.tvmaze.com/shows/59398/one-mo-chance,One Mo' Chance,Reality,English,[],Running,,47.0,2020-10-11,,https://www.thezeusnetwork.com/one-mo-chance,57,"{'id': 331, 'name': 'Zeus', 'country': {'name': 'United States', 'code': 'US', 'timezone': 'America/New_York'}, 'officialSite': None}",,"<p>From the breakdown of his relationship with the mother of his children, to the death of his brother and partner Real,"" the last few years have been personally tough for Kamal Chance Givens. However, the original Stallionaire is now ready to get back on his horse to give love another shot. During Chance return to reality television we'll watch as he goes it alone to find the true love of his life in this new dating competition series.</p>",1649330631
