_embedded_show_id,_embedded_show_url,_embedded_show_name,_embedded_show_type,_embedded_show_language,_embedded_show_genres,_embedded_show_status,_embedded_show_runtime,_embedded_show_averageRuntime,_embedded_show_premiered,_embedded_show_ended,_embedded_show_officialSite,_embedded_show_weight,_embedded_show_webChannel,_embedded_show_dvdCountry,_embedded_show_summary,_embedded_show_updated
52653,https://www.tvmaze.com/shows/52653/outlier,Outlier,Scripted,Norwegian,"['Drama', 'Crime', 'Thriller']",Ended,,43.0,2020-12-27,2020-12-27,https://hbonordic.com/series/outlier/b6fcd668-52c9-4200-a80f-e1fb829ebe7d,75,"{'id': 330, 'name': 'HBO Nordic', 'country': None, 'officialSite': None}",,"<p>In the middle of the night, far north in Norway at Finnmarksvidda, the Sami teenager Elle Jannok is on her way home from a party, when she finds a cell phone ringing. The phone belongs to a missing girl, Sofie. A couple of days later, the local police discover Sofie's body in a caravan three hours south of Finnmark.</p><p>Maja Angell, who is studying at the University of London, is defending her highly debated doctoral thesis on criminology &amp; profiling as she hears about the murder case in her old home town in Northern Norway. She defies all warnings and leaves the University to travel North. She has a message for the local police: the man charged with the murder, is not the killer. But no one's willing to listen to her theories. Not until Maja dares to delve into her own most dangerous, repressed memories of childhood will she be able to stop him and soon she realize that the killer is closer than she ever imagined.</p>",1614642259
52685,https://www.tvmaze.com/shows/52685/the-controllers,The Controllers,Scripted,Chinese,"['Drama', 'Crime', 'Thriller']",Running,45.0,45.0,2020-12-26,,,18,"{'id': 226, 'name': 'Mango TV', 'country': {'name': 'China', 'code': 'CN', 'timezone': 'Asia/Shanghai'}, 'officialSite': 'https://w.mgtv.com/'}",,"<p>Ke Ying is a talented economics lecturer who is forced to help psychopath Feng Xiao Sheng gain real power within his corporation. The street smart Xiao Wu is a police informant, and when he discovers Fu's company is laundering money with foreign bank accounts, he uses his position as Feng Xiao Sheng's right-hand man to collect evidence. He befriends Ke Ying, and the two work together to destroy the criminal organization.</p>",1624385332
52685,https://www.tvmaze.com/shows/52685/the-controllers,The Controllers,Scripted,Chinese,"['Drama', 'Crime', 'Thriller']",Running,45.0,45.0,2020-12-26,,,18,"{'id': 226, 'name': 'Mango TV', 'country': {'name': 'China', 'code': 'CN', 'timezone': 'Asia/Shanghai'}, 'officialSite': 'https://w.mgtv.com/'}",,"<p>Ke Ying is a talented economics lecturer who is forced to help psychopath Feng Xiao Sheng gain real power within his corporation. The street smart Xiao Wu is a police informant, and when he discovers Fu's company is laundering money with foreign bank accounts, he uses his position as Feng Xiao Sheng's right-hand man to collect evidence. He befriends Ke Ying, and the two work together to destroy the criminal organization.</p>",1624385332
52743,https://www.tvmaze.com/shows/52743/the-penalty-zone,The Penalty Zone,Scripted,Chinese,"['Drama', 'Action', 'Crime']",Running,45.0,45.0,2020-12-16,,https://www.iqiyi.com/a_19rrhllpip.html,18,"{'id': 67, 'name': 'iQIYI', 'country': None, 'officialSite': 'https://www.iq.com/'}",,"<p>A story that follows undercover cop Gan Tian Lei who spent 10 years of his life walking a gray area. After waking up from a serious injury, he restarts his life and tries to solve a case by relying on his lost memories.</p>",1609799896
52743,https://www.tvmaze.com/shows/52743/the-penalty-zone,The Penalty Zone,Scripted,Chinese,"['Drama', 'Action', 'Crime']",Running,45.0,45.0,2020-12-16,,https://www.iqiyi.com/a_19rrhllpip.html,18,"{'id': 67, 'name': 'iQIYI', 'country': None, 'officialSite': 'https://www.iq.com/'}",,"<p>A story that follows undercover cop Gan Tian Lei who spent 10 years of his life walking a gray area. After waking up from a serious injury, he restarts his life and tries to solve a case by relying on his lost memories.</p>",1609799896
52781,https://www.tvmaze.com/shows/52781/love-script,Love Script,Scripted,Chinese,"['Drama', 'Comedy', 'Romance']",Ended,45.0,45.0,2020-12-20,2021-01-25,,17,"{'id': 226, 'name': 'Mango TV', 'country': {'name': 'China', 'code': 'CN', 'timezone': 'Asia/Shanghai'}, 'officialSite': 'https://w.mgtv.com/'}",,"<p>Ju Xuanwen (Wan Yan Lo-yun) is a man with a noble appearance and many virtues. It is a pity that he fell ill with neurosis at a young age - after an unexplained car accident he falls into a delusional state and considers himself a prince. Since then, he no longer cares about the activities of his company and concentrates on becoming emperor.<br />Lo Huai (Chuang Da Fei) - psychiatrist on the verge of bankruptcy. Because of the need for money, she took responsibility for the treatment of Ju Xuanwen. However, she did not expect her peaceful days to end one day. Spending time together, they began to fall in love with each other.</p>",1615451069
52781,https://www.tvmaze.com/shows/52781/love-script,Love Script,Scripted,Chinese,"['Drama', 'Comedy', 'Romance']",Ended,45.0,45.0,2020-12-20,2021-01-25,,17,"{'id': 226, 'name': 'Mango TV', 'country': {'name': 'China', 'code': 'CN', 'timezone': 'Asia/Shanghai'}, 'officialSite': 'https://w.mgtv.com/'}",,"<p>Ju Xuanwen (Wan Yan Lo-yun) is a man with a noble appearance and many virtues. It is a pity that he fell ill with neurosis at a young age - after an unexplained car accident he falls into a delusional state and considers himself a prince. Since then, he no longer cares about the activities of his company and concentrates on becoming emperor.<br />Lo Huai (Chuang Da Fei) - psychiatrist on the verge of bankruptcy. Because of the need for money, she took responsibility for the treatment of Ju Xuanwen. However, she did not expect her peaceful days to end one day. Spending time together, they began to fall in love with each other.</p>",1615451069
53669,https://www.tvmaze.com/shows/53669/lulu,Lu'lu',Scripted,Arabic,['Drama'],Running,40.0,40.0,2020-12-27,,https://shahid.mbc.net/en/series/Lu'lu'/series-825696,8,"{'id': 379, 'name': 'Shahid', 'country': None, 'officialSite': None}",,"<p>An orphan girl named <b>Lu'lu'</b> grows up to be an acclaimed singer. Despite her success, she remains torn between her ambition and a yearning for a simpler past.</p>",1645753286
58645,https://www.tvmaze.com/shows/58645/the-motive,The Motive,Documentary,Hebrew,"['Crime', 'Mystery']",Ended,,36.0,2020-12-27,2020-12-30,https://www.netflix.com/title/81449754,22,"{'id': 1, 'name': 'Netflix', 'country': None, 'officialSite': 'https://www.netflix.com/'}",,"<p>35 years after a 14-year-old, gifted boy, shot his father, his mother, and his two sisters point-blank, directors Tali Shemesh and Asaf Sudri set out to understand what happened.</p>",1644327009
59951,https://www.tvmaze.com/shows/59951/awesomeness-tvs-next-influencer,Awesomeness TV's Next Influencer,Reality,English,[],To Be Determined,,32.0,2020-11-22,,https://www.paramountplus.com/shows/awesomeness-tvs-next-influencer/,24,"{'id': 107, 'name': 'Paramount+', 'country': None, 'officialSite': 'https://www.paramountplus.com/'}",,<p><b>AwesomenessTV's Next Influencer</b> follows a group of content creators competing in a series of challenges to prove they have what it takes to become the next big influencer.</p>,1647072955
60246,https://www.tvmaze.com/shows/60246/dekonstrukcia,Деконструкция,Talk Show,Russian,[],Running,60.0,60.0,2019-07-24,,https://pro-tv.info/projects/dekonstruktsiya/,1,"{'id': 21, 'name': 'YouTube', 'country': None, 'officialSite': 'https://www.youtube.com'}",,"<p>An educational online project of the Prodvizhenie TV channel and the Kino-Teatr.Ru website about how the past is depicted in real cinema and what place a work of art occupied in the context of its time. From classics to modern cinema, from epic films to TV series. The experts of ""Deconstruction"" - historians, reenactors, writers and journalists - will take each film apart and leave no stone unturned to find historical truth and fiction</p>",1650054289
61755,https://www.tvmaze.com/shows/61755/bride-of-beirut,Bride of Beirut,Scripted,Arabic,"['Drama', 'Romance']",Running,45.0,,2019-09-01,,https://shahid.mbc.net/en/series/Arous%20Beirut-season-1/season-376514-376515,6,"{'id': 379, 'name': 'Shahid', 'country': None, 'officialSite': None}",,"<p>Living with her aunt, kind-hearted Thourayya leads a simple life, but her world is upended when she crosses paths with the handsome and ambitious Fares.</p>",1650908800
36907,https://www.tvmaze.com/shows/36907/fantastico,Fantástico,News,Portuguese,[],Running,,,1973-08-05,,http://g1.globo.com/fantastico/,12,"{'id': 131, 'name': 'Globoplay', 'country': {'name': 'Brazil', 'code': 'BR', 'timezone': 'America/Noronha'}, 'officialSite': None}",,,1625402952
17584,https://www.tvmaze.com/shows/17584/this-week-in-tech,This Week in Tech,News,English,[],Running,120.0,120.0,2005-04-17,,https://twit.tv/shows/this-week-in-tech,27,"{'id': 102, 'name': 'Twit', 'country': {'name': 'United States', 'code': 'US', 'timezone': 'America/New_York'}, 'officialSite': None}",,<p>Your first podcast of the week is the last word in tech. Join the top tech pundits in a roundtable discussion of the latest trends in high tech. Hosted by Leo Laporte and friends.</p>,1648029023
18752,https://www.tvmaze.com/shows/18752/off-topic,Off Topic,Talk Show,English,['Comedy'],Running,120.0,120.0,2015-12-06,,https://roosterteeth.com/series/off-topic-the-achievement-hunter-podcast,39,"{'id': 32, 'name': 'Rooster Teeth', 'country': {'name': 'United States', 'code': 'US', 'timezone': 'America/New_York'}, 'officialSite': None}",,<p>The lads and lasses of Achievement Hunter congregate each week to discuss the important questions in life. Plus drink beer.</p>,1631187730
33463,https://www.tvmaze.com/shows/33463/idolish7,IDOLiSH7,Animation,Japanese,"['Anime', 'Music']",Running,25.0,25.0,2017-11-02,,http://idolish7.com/aninana/,29,,,"<p>A group of aspiring idols gather at Takanashi Productions and are entrusted with the company's future. The seven men who have just met represent a variety of totally different personalities. However, they each have their own charm and possess unknown potential as idols. Forming a group, they take their first step together as <b>IDOLiSH7</b>. Their brilliantly shining dancing forms onstage eventually begin captivating the hearts of the people. In the glorious but sometimes harsh world of idols, they aim for the top with dreams in their hearts!</p>",1628688100
34940,https://www.tvmaze.com/shows/34940/fancy-nancy,Fancy Nancy,Animation,English,"['Comedy', 'Adventure', 'Children']",Running,15.0,15.0,2018-07-13,,https://disneynow.com/shows/fancy-nancy,59,"{'id': 83, 'name': 'DisneyNOW', 'country': {'name': 'United States', 'code': 'US', 'timezone': 'America/New_York'}, 'officialSite': None}",,"<p><b>Fancy Nancy</b> centers around six-year-old Nancy, a girl who likes to be fancy in everything from her advanced vocabulary to her creative, elaborate attire. Excited to experience what the magnificent world has to offer, Nancy uses her ingenuity and imagination as she learns that while life doesn't always go as planned, it's important to celebrate the differences that make everyone unique.</p>",1634948018
43207,https://www.tvmaze.com/shows/43207/peytons-places,Peyton's Places,Documentary,English,"['History', 'Sports']",Running,30.0,29.0,2019-07-29,,http://www.espn.com/watch/series/2043dd20-9cc0-4abe-b652-c8e7dfdfefa0/peyton-s-places,41,"{'id': 265, 'name': 'ESPN+', 'country': {'name': 'United States', 'code': 'US', 'timezone': 'America/New_York'}, 'officialSite': None}",,"<p><b>Peyton's Places</b> offers a fun, insightful tour through 100 years of football, following the sport and the league's rise to an American cultural touchstone. For nearly a year, Manning has crisscrossed the country, visiting the people and places that have played an important part in the making of the NFL—highlighting memorable events, teams, players, and trends over the past century.</p>",1647692257
34940,https://www.tvmaze.com/shows/34940/fancy-nancy,Fancy Nancy,Animation,English,"['Comedy', 'Adventure', 'Children']",Running,15.0,15.0,2018-07-13,,https://disneynow.com/shows/fancy-nancy,59,"{'id': 83, 'name': 'DisneyNOW', 'country': {'name': 'United States', 'code': 'US', 'timezone': 'America/New_York'}, 'officialSite': None}",,"<p><b>Fancy Nancy</b> centers around six-year-old Nancy, a girl who likes to be fancy in everything from her advanced vocabulary to her creative, elaborate attire. Excited to experience what the magnificent world has to offer, Nancy uses her ingenuity and imagination as she learns that while life doesn't always go as planned, it's important to celebrate the differences that make everyone unique.</p>",1634948018
59398,https://www.tvmaze.com/shows/59398/one-mo-chance,One Mo' Chance,Reality,English,[],Running,,47.0,2020-10-11,,https://www.thezeusnetwork.com/one-mo-chance,57,"{'id': 331, 'name': 'Zeus', 'country': {'name': 'United States', 'code': 'US', 'timezone': 'America/New_York'}, 'officialSite': None}",,"<p>From the breakdown of his relationship with the mother of his children, to the death of his brother and partner Real,"" the last few years have been personally tough for Kamal Chance Givens. However, the original Stallionaire is now ready to get back on his horse to give love another shot. During Chance return to reality television we'll watch as he goes it alone to find the true love of his life in this new dating competition series.</p>",1649330631
