id,url,name,season,number,type,airdate,airtime,airstamp,runtime,summary
1993496,https://www.tvmaze.com/episodes/1993496/troe-iz-prostokvasino-2x41-bobrovyj-meh,Бобровый мех,2,41.0,regular,2020-12-27,,2020-12-27T00:00:00+00:00,19.0,
1993442,https://www.tvmaze.com/episodes/1993442/top-10-po-versii-seasonvarru-2x12-top-10-samyh-ozidaemyh-novinok-v-mire-serialov,ТОП-10 самых ожидаемых новинок в мире сериалов,2,12.0,regular,2020-12-27,,2020-12-27T00:00:00+00:00,7.0,
1956341,https://www.tvmaze.com/episodes/1956341/hero-return-1x12-episode-12,Episode 12,1,12.0,regular,2020-12-27,10:00,2020-12-27T02:00:00+00:00,15.0,
1988864,https://www.tvmaze.com/episodes/1988864/swallowed-star-1x06-episode-6,Episode 6,1,6.0,regular,2020-12-27,10:00,2020-12-27T02:00:00+00:00,21.0,
2052512,https://www.tvmaze.com/episodes/2052512/wu-shen-zhu-zai-1x87-episode-87,Episode 87,1,87.0,regular,2020-12-27,10:00,2020-12-27T02:00:00+00:00,8.0,
2012323,https://www.tvmaze.com/episodes/2012323/mans-diary-2x08-episode-8,Episode 8,2,8.0,regular,2020-12-27,,2020-12-27T04:00:00+00:00,12.0,
2005757,https://www.tvmaze.com/episodes/2005757/legend-of-yun-qian-1x10-episode-10,Episode 10,1,10.0,regular,2020-12-27,,2020-12-27T04:00:00+00:00,4.0,
1974055,https://www.tvmaze.com/episodes/1974055/love-revolution-1x29-episode-29,Episode 29,1,29.0,regular,2020-12-27,17:00,2020-12-27T08:00:00+00:00,20.0,
1974056,https://www.tvmaze.com/episodes/1974056/love-revolution-1x30-episode-30,Episode 30,1,30.0,regular,2020-12-27,17:00,2020-12-27T08:00:00+00:00,20.0,
2015367,https://www.tvmaze.com/episodes/2015367/youtuber-class-1x01-episode-1,Episode 1,1,1.0,regular,2020-12-27,18:00,2020-12-27T09:00:00+00:00,11.0,
1988850,https://www.tvmaze.com/episodes/1988850/huskestue-6x11-oseania-og-vinter-carina-olset-john-arne-riise-rasmus-wold,"Oseania og Vinter: Carina Olset, John Arne Riise, Rasmus Wold",6,11.0,regular,2020-12-27,,2020-12-27T11:00:00+00:00,43.0,
1978014,https://www.tvmaze.com/episodes/1978014/30-monedas-1x05-el-doble,El doble,1,5.0,regular,2020-12-27,,2020-12-27T11:00:00+00:00,59.0,"<p>After mysteriously disappearing two years ago, Elena's husband miraculously returns. In Rome, Santoro tries to recruit Vergara, offering him unimaginable power…</p>"
2111761,https://www.tvmaze.com/episodes/2111761/by-ana-milan-1x08-la-madre-de-todas-las-anecdotas,La madre de todas las anécdotas,1,8.0,regular,2020-12-27,,2020-12-27T11:00:00+00:00,,
1988533,https://www.tvmaze.com/episodes/1988533/fisica-o-quimica-el-reencuentro-1x01-cosas-que-hacer-antes-de-casarse,Cosas que hacer antes de casarse,1,1.0,regular,2020-12-27,,2020-12-27T11:00:00+00:00,64.0,
2029553,https://www.tvmaze.com/episodes/2029553/labyrint-5x03-episode-3,Episode 3,5,3.0,regular,2020-12-27,,2020-12-27T11:00:00+00:00,32.0,
2176144,https://www.tvmaze.com/episodes/2176144/scishow-2020-12-27-6-surgical-devices-inspired-by-nature,6 Surgical Devices Inspired by Nature,2020,354.0,regular,2020-12-27,,2020-12-27T12:00:00+00:00,,
1975747,https://www.tvmaze.com/episodes/1975747/friheden-2x07-afsnit-7,Afsnit 7,2,7.0,regular,2020-12-27,,2020-12-27T12:00:00+00:00,45.0,
1993446,https://www.tvmaze.com/episodes/1993446/redakcia-s03-special-redakcia-news-neuvazenie-k-gosudarstvu-produkty-po-kartockam-novyj-koronavirus,"Редакция. News: неуважение к государству, продукты по карточкам, новый коронавирус",3,,insignificant_special,2020-12-27,,2020-12-27T12:00:00+00:00,22.0,
1970678,https://www.tvmaze.com/episodes/1970678/bani-negri-pentru-zile-albe-1x06-adevarul,Adevărul,1,6.0,regular,2020-12-27,,2020-12-27T12:00:00+00:00,60.0,
1993192,https://www.tvmaze.com/episodes/1993192/cuzie-pisma-1x22-mena-razdrazaet-ego-sema-zena-ploho-vospityvaet-doc,"""Меня раздражает его семья"", ""Жена плохо воспитывает дочь""",1,22.0,regular,2020-12-27,,2020-12-27T12:00:00+00:00,42.0,
1953071,https://www.tvmaze.com/episodes/1953071/lakan-1x05-episode-5,Episode 5,1,5.0,regular,2020-12-27,,2020-12-27T12:00:00+00:00,25.0,
1986077,https://www.tvmaze.com/episodes/1986077/ultra-galaxy-fight-the-absolute-conspiracy-1x06-part-6,Part 6,1,6.0,regular,2020-12-27,,2020-12-27T12:00:00+00:00,12.0,
1996818,https://www.tvmaze.com/episodes/1996818/pappas-pojkar-1x06-killarna-blir-agda-av-feminister,Killarna blir ägda av feminister,1,6.0,regular,2020-12-27,,2020-12-27T12:00:00+00:00,22.0,
1993647,https://www.tvmaze.com/episodes/1993647/outlier-1x01-episode-1,Episode 1,1,1.0,regular,2020-12-27,,2020-12-27T12:00:00+00:00,45.0,"<p>A teenage girl, Sofie, disappears on her way home from a party in Kautokeino. A friend reports her missing to the police, but the case is not taken seriously. Not until Sofie is found murdered in a village a few hours away.</p>"
1993648,https://www.tvmaze.com/episodes/1993648/outlier-1x02-episode-2,Episode 2,1,2.0,regular,2020-12-27,,2020-12-27T12:00:00+00:00,44.0,<p>Maja defies all warnings and begins to investigate on her own accord. And she grows increasingly confident in her theory - the police are wrong.</p>
1993649,https://www.tvmaze.com/episodes/1993649/outlier-1x03-episode-3,Episode 3,1,3.0,regular,2020-12-27,,2020-12-27T12:00:00+00:00,43.0,"<p>Maja's theory of a possible serial killer is finally heard by the police, who permit her to join the investigation despite their doubts. She begins to dig into old cases in the archives, searching for a pattern.</p><p> </p>"
1993650,https://www.tvmaze.com/episodes/1993650/outlier-1x04-episode-4,Episode 4,1,4.0,regular,2020-12-27,,2020-12-27T12:00:00+00:00,44.0,<p>Maja and the other investigators are looking for connections between several murders and missing person cases. They discover that the pattern much more extensive than first thought.</p><p> </p>
1993651,https://www.tvmaze.com/episodes/1993651/outlier-1x05-episode-5,Episode 5,1,5.0,regular,2020-12-27,,2020-12-27T12:00:00+00:00,42.0,<p>Maja is reduced to the sidelines and is close to giving up. But information about Maja's own family sheds new light on the murder. Could the killer have been a part of Maja's inner circle</p><p> </p>
1993652,https://www.tvmaze.com/episodes/1993652/outlier-1x06-episode-6,Episode 6,1,6.0,regular,2020-12-27,,2020-12-27T12:00:00+00:00,42.0,"<p>Maja's confrontation with her father has major consequences. The day after their feud, he is found dead at home having taken his own life. The shock of the loss of her father sends Maja even closer to the tipping point.</p><p> </p>"
1993653,https://www.tvmaze.com/episodes/1993653/outlier-1x07-episode-7,Episode 7,1,7.0,regular,2020-12-27,,2020-12-27T12:00:00+00:00,42.0,"<p>Despite all the warnings about dragging her private trauma into the case, Maja decides to try one last time to talk to her demented mother.</p><p> </p>"
1993654,https://www.tvmaze.com/episodes/1993654/outlier-1x08-episode-8,Episode 8,1,8.0,regular,2020-12-27,,2020-12-27T12:00:00+00:00,43.0,"<p>After going down what turns out to be a blind alley, the suspicion falls on a man who was close to Maja's family in his youth. The police strike, but he escapes and disappears.</p><p> </p>"
1994710,https://www.tvmaze.com/episodes/1994710/the-controllers-1x05-episode-5,Episode 5,1,5.0,regular,2020-12-27,20:00,2020-12-27T12:00:00+00:00,45.0,
1995491,https://www.tvmaze.com/episodes/1995491/the-controllers-1x06-episode-6,Episode 6,1,6.0,regular,2020-12-27,20:00,2020-12-27T12:00:00+00:00,45.0,
1997532,https://www.tvmaze.com/episodes/1997532/the-penalty-zone-1x25-episode-25,Episode 25,1,25.0,regular,2020-12-27,,2020-12-27T12:00:00+00:00,45.0,
1997533,https://www.tvmaze.com/episodes/1997533/the-penalty-zone-1x26-episode-26,Episode 26,1,26.0,regular,2020-12-27,,2020-12-27T12:00:00+00:00,45.0,
1998544,https://www.tvmaze.com/episodes/1998544/love-script-1x05-episode-5,Episode 5,1,5.0,regular,2020-12-27,20:00,2020-12-27T12:00:00+00:00,45.0,
1998545,https://www.tvmaze.com/episodes/1998545/love-script-1x06-episode-6,Episode 6,1,6.0,regular,2020-12-27,20:00,2020-12-27T12:00:00+00:00,45.0,
2034360,https://www.tvmaze.com/episodes/2034360/lulu-1x01-episode-1,Episode 1,1,1.0,regular,2020-12-27,,2020-12-27T12:00:00+00:00,40.0,
2204451,https://www.tvmaze.com/episodes/2204451/the-motive-1x01-episode-1,Episode 1,1,1.0,regular,2020-12-27,,2020-12-27T12:00:00+00:00,31.0,"<p>In 1986, police discover a grisly crime scene: a family shot in their beds at point-blank range. The mystery deepens when a sole survivor appears.</p>"
2255986,https://www.tvmaze.com/episodes/2255986/awesomeness-tvs-next-influencer-1x06-caught-cheating-in-the-tiktok-mansion,Caught Cheating in the TikTok Mansion,1,6.0,regular,2020-12-27,,2020-12-27T12:00:00+00:00,20.0,"<p>When one member of the house is caught cheating, every person tries to save themselves.</p>"
2267318,https://www.tvmaze.com/episodes/2267318/dekonstrukcia-s01-special-postdekonstrukcia-s-vladimirom-surdinym-film-interstellar,"Постдеконструкция с Владимиром Сурдиным. Фильм ""Интерстеллар""",1,,significant_special,2020-12-27,,2020-12-27T12:00:00+00:00,30.0,
2318113,https://www.tvmaze.com/episodes/2318113/bride-of-beirut-2x57-episode-57,Episode 57,2,57.0,regular,2020-12-27,,2020-12-27T12:00:00+00:00,45.0,
1990363,https://www.tvmaze.com/episodes/1990363/fantastico-48x52-edition-of-12272020,Edition of 12/27/2020,48,52.0,regular,2020-12-27,,2020-12-27T14:00:00+00:00,,
2126228,https://www.tvmaze.com/episodes/2126228/this-week-in-tech-2020-12-27-the-best-of-twit-2020,The Best of TWiT 2020,2020,52.0,regular,2020-12-27,,2020-12-27T17:00:00+00:00,120.0,
2165932,https://www.tvmaze.com/episodes/2165932/off-topic-2020-12-27-let-me-buy-your-games-263,Let Me Buy Your Games! - #263,2020,49.0,regular,2020-12-27,,2020-12-27T17:00:00+00:00,120.0,
1993462,https://www.tvmaze.com/episodes/1993462/idolish7-2x15-discover-the-future,DiSCOVER THE FUTURE,2,15.0,regular,2020-12-27,,2020-12-27T17:00:00+00:00,25.0,"<p>Re:vale prepare to close out the inaugural concert. The IDOLiSH7 and Trigger shuffle units perform the opening act. While watching their juniors perform, Momo and Yuki look back on the past five years they've walked together. </p>"
