id,url,name,season,number,type,airdate,airtime,airstamp,runtime,image,summary
1979825,https://www.tvmaze.com/episodes/1979825/sim-for-you-4x17-chanyeols-episode-17,Chanyeol's Episode 17,4,17.0,regular,2020-12-03,06:00,2020-12-02T21:00:00+00:00,16.0,,<p><b>#A refreshing break #I refuse any rewards #Going with the flow</b></p>
1963996,https://www.tvmaze.com/episodes/1963996/257-pricin-ctoby-zit-2x06-seria-19,Серия 19,2,6.0,regular,2020-12-03,,2020-12-03T00:00:00+00:00,25.0,,
1960726,https://www.tvmaze.com/episodes/1960726/psih-1x05-revnost,Ревность,1,5.0,regular,2020-12-03,12:00,2020-12-03T00:00:00+00:00,66.0,"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/301/752690.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/301/752690.jpg'}",
1954453,https://www.tvmaze.com/episodes/1954453/serlok-v-rossii-1x07-serdce-holmsa-i,Сердце Холмса I,1,7.0,regular,2020-12-03,,2020-12-03T00:00:00+00:00,50.0,,
1969558,https://www.tvmaze.com/episodes/1969558/neznost-1x10-seria-10,Серия 10,1,10.0,regular,2020-12-03,,2020-12-03T00:00:00+00:00,21.0,"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/312/781439.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/312/781439.jpg'}",
1969559,https://www.tvmaze.com/episodes/1969559/neznost-1x11-seria-11,Серия 11,1,11.0,regular,2020-12-03,,2020-12-03T00:00:00+00:00,21.0,"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/312/781441.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/312/781441.jpg'}",
1979224,https://www.tvmaze.com/episodes/1979224/kotiki-1x04-seria-4,Серия 4,1,4.0,regular,2020-12-03,,2020-12-03T00:00:00+00:00,13.0,,
1971568,https://www.tvmaze.com/episodes/1971568/mermaid-prince-2x08-episode-8,Episode 8,2,8.0,regular,2020-12-03,11:00,2020-12-03T02:00:00+00:00,15.0,,
1985785,https://www.tvmaze.com/episodes/1985785/theres-a-pit-in-my-senior-martial-brothers-brain-2x07-episode-7,Episode 7,2,7.0,regular,2020-12-03,11:00,2020-12-03T03:00:00+00:00,20.0,,
1944214,https://www.tvmaze.com/episodes/1944214/quan-zhi-gao-shou-2x11-little-cold-hands,Little Cold Hands,2,11.0,regular,2020-12-03,,2020-12-03T04:00:00+00:00,20.0,,
1972555,https://www.tvmaze.com/episodes/1972555/the-wolf-1x13-episode-13,Episode 13,1,13.0,regular,2020-12-03,,2020-12-03T04:00:00+00:00,45.0,,
1972556,https://www.tvmaze.com/episodes/1972556/the-wolf-1x14-episode-14,Episode 14,1,14.0,regular,2020-12-03,,2020-12-03T04:00:00+00:00,45.0,,
1973542,https://www.tvmaze.com/episodes/1973542/please-wait-brother-1x21-episode-21,Episode 21,1,21.0,regular,2020-12-03,12:00,2020-12-03T04:00:00+00:00,37.0,,
1973543,https://www.tvmaze.com/episodes/1973543/please-wait-brother-1x22-episode-22,Episode 22,1,22.0,regular,2020-12-03,12:00,2020-12-03T04:00:00+00:00,37.0,,
1999295,https://www.tvmaze.com/episodes/1999295/futmallscom-1x01-episode-1,Episode 1,1,1.0,regular,2020-12-03,,2020-12-03T04:00:00+00:00,45.0,,
1999297,https://www.tvmaze.com/episodes/1999297/futmallscom-1x02-episode-2,Episode 2,1,2.0,regular,2020-12-03,,2020-12-03T04:00:00+00:00,45.0,,
2065439,https://www.tvmaze.com/episodes/2065439/the-wonderland-of-ten-thousands-4x26-episode-26-154,Episode 26 (154),4,26.0,regular,2020-12-03,,2020-12-03T04:00:00+00:00,10.0,,
2169199,https://www.tvmaze.com/episodes/2169199/i-am-a-great-god-1x05-episode-5,Episode 5,1,5.0,regular,2020-12-03,,2020-12-03T04:00:00+00:00,20.0,,
2205968,https://www.tvmaze.com/episodes/2205968/my-supernatural-power-1x11-episode-11,Episode 11,1,11.0,regular,2020-12-03,,2020-12-03T04:00:00+00:00,45.0,,
2205969,https://www.tvmaze.com/episodes/2205969/my-supernatural-power-1x12-episode-12,Episode 12,1,12.0,regular,2020-12-03,,2020-12-03T04:00:00+00:00,45.0,,
1968538,https://www.tvmaze.com/episodes/1968538/why-r-u-the-series-2x01-episode-1,Episode 1,2,1.0,regular,2020-12-03,,2020-12-03T05:00:00+00:00,30.0,"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/286/716106.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/286/716106.jpg'}","<p>Following the school's music competition, Zon fears that the connection he have with Saifah may just be connected to their fiction and not real.  He quickly begins pushing Saifah away and delete's Zol's story from her computer.  </p>"
1944882,https://www.tvmaze.com/episodes/1944882/ukjent-arving-1x04-sjakkmesterens-millioner,Sjakkmesterens millioner,1,4.0,regular,2020-12-03,06:00,2020-12-03T05:00:00+00:00,43.0,"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/277/694629.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/277/694629.jpg'}",
1947707,https://www.tvmaze.com/episodes/1947707/ukjent-arving-1x05-mannen-uten-land,Mannen uten land,1,5.0,regular,2020-12-03,06:00,2020-12-03T05:00:00+00:00,56.0,"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/277/694633.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/277/694633.jpg'}",
1977311,https://www.tvmaze.com/episodes/1977311/stjernestov-1x03-episode-3,Episode 3,1,3.0,regular,2020-12-03,06:00,2020-12-03T05:00:00+00:00,21.0,"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/290/726337.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/290/726337.jpg'}",
2003091,https://www.tvmaze.com/episodes/2003091/slepaa-10x95-kvartira-s-otdelkoj,Квартира с отделкой,10,95.0,regular,2020-12-03,17:35,2020-12-03T05:35:00+00:00,25.0,,
1973847,https://www.tvmaze.com/episodes/1973847/im-a-celebritythe-daily-drop-1x16-daliso-chaponda-arielle-free-jessica-plummer-russell-watson,"Daliso Chaponda, Arielle Free, Jessica Plummer, Russell Watson",1,16.0,regular,2020-12-03,06:00,2020-12-03T06:00:00+00:00,30.0,,
2018163,https://www.tvmaze.com/episodes/2018163/sake-1x08-etih-korrupcionerov-davit-nado,Этих коррупционеров давить надо!,1,8.0,regular,2020-12-03,,2020-12-03T07:00:00+00:00,23.0,,
1979094,https://www.tvmaze.com/episodes/1979094/esenepozner-s02-special-bratva-istoria-banditskogo-peterburga,Братва: история бандитского Петербурга,2,,insignificant_special,2020-12-03,20:00,2020-12-03T08:00:00+00:00,140.0,,
1974048,https://www.tvmaze.com/episodes/1974048/love-revolution-1x22-episode-22,Episode 22,1,22.0,regular,2020-12-03,17:00,2020-12-03T08:00:00+00:00,20.0,,
1963200,https://www.tvmaze.com/episodes/1963200/nocnoj-kontakt-5x40-v-gostah-ramil,В гостях: Ramil`,5,40.0,regular,2020-12-03,20:20,2020-12-03T08:20:00+00:00,30.0,,
1978544,https://www.tvmaze.com/episodes/1978544/studia-souz-s04-special-dajdzest-17,Дайджест #17,4,,insignificant_special,2020-12-03,21:00,2020-12-03T09:00:00+00:00,45.0,,
1979371,https://www.tvmaze.com/episodes/1979371/melon-music-awards-2020-12-03-day-2,Day 2,2020,2.0,regular,2020-12-03,18:00,2020-12-03T09:00:00+00:00,300.0,,
2068250,https://www.tvmaze.com/episodes/2068250/joe-show-5x27-lqa-alqmt,لقاء القمة,5,27.0,regular,2020-12-03,,2020-12-03T09:00:00+00:00,53.0,,
2137599,https://www.tvmaze.com/episodes/2137599/its-okay-to-be-sensitive-2020-1x01-episode-1,Episode 1,1,1.0,regular,2020-12-03,18:00,2020-12-03T09:00:00+00:00,,,
2017655,https://www.tvmaze.com/episodes/2017655/masrah-masr-8x01-badawiya-party,Badawiya Party,8,1.0,regular,2020-12-03,,2020-12-03T10:00:00+00:00,60.0,,
2017656,https://www.tvmaze.com/episodes/2017656/masrah-masr-8x02-eezba-basha,Eezba Basha,8,2.0,regular,2020-12-03,,2020-12-03T10:00:00+00:00,60.0,,
1969239,https://www.tvmaze.com/episodes/1969239/tv-2-hjelper-deg-54x15-avslorer-elkjop-og-power-med-skjult-kamera,Avslører Elkjøp og Power med skjult kamera,54,15.0,regular,2020-12-03,,2020-12-03T11:00:00+00:00,60.0,"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/288/720609.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/288/720609.jpg'}",
1982913,https://www.tvmaze.com/episodes/1982913/alex-og-aune-1x04-mot-nye-hoyder,Mot nye høyder,1,4.0,regular,2020-12-03,,2020-12-03T11:00:00+00:00,12.0,,
2092725,https://www.tvmaze.com/episodes/2092725/temptation-island-love-or-leave-1x03-episode-3,Episode 3,1,3.0,regular,2020-12-03,,2020-12-03T11:00:00+00:00,45.0,,
1977370,https://www.tvmaze.com/episodes/1977370/blipp-vs-snolos-1x04-bortebane,Bortebane,1,4.0,regular,2020-12-03,,2020-12-03T11:00:00+00:00,13.0,"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/285/714314.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/285/714314.jpg'}",
