id,url,name,season,number,type,airdate,airtime,airstamp,runtime,summary
2179613,https://www.tvmaze.com/episodes/2179613/kontakty-1x30-kontakty-v-telefone-ili-makarova-ruslan-belyj-guram-amaran-andrej-beburisvili-sasa-vas,"КОНТАКТЫ в телефоне Ильи Макарова: Руслан Белый, Гурам Амарян, Андрей Бебуришвили, Саша Ваш",1,30.0,regular,2020-12-16,12:00,2020-12-16T00:00:00+00:00,32.0,
1983259,https://www.tvmaze.com/episodes/1983259/mertvye-dusi-1x03-seria-3,Серия 3,1,3.0,regular,2020-12-16,,2020-12-16T00:00:00+00:00,43.0,
1983260,https://www.tvmaze.com/episodes/1983260/mertvye-dusi-1x04-seria-4,Серия 4,1,4.0,regular,2020-12-16,,2020-12-16T00:00:00+00:00,43.0,
1997413,https://www.tvmaze.com/episodes/1997413/wan-sheng-jie-2x12-ah-goodbye-friends,"Ah, Goodbye Friends",2,12.0,regular,2020-12-16,10:00,2020-12-16T02:00:00+00:00,4.0,
2095628,https://www.tvmaze.com/episodes/2095628/yi-nian-yong-heng-1x21-episode-21,Episode 21,1,21.0,regular,2020-12-16,10:00,2020-12-16T02:00:00+00:00,19.0,
2096298,https://www.tvmaze.com/episodes/2096298/no-turning-back-romance-1x04-4,4,1,4.0,regular,2020-12-16,,2020-12-16T03:00:00+00:00,12.0,
2030020,https://www.tvmaze.com/episodes/2030020/dolls-frontline-2x12-episode-12,Episode 12,2,12.0,regular,2020-12-16,12:00,2020-12-16T04:00:00+00:00,5.0,
2066369,https://www.tvmaze.com/episodes/2066369/chu-feng-yi-dian-shizi-1x06-episode-6,Episode 6,1,6.0,regular,2020-12-16,,2020-12-16T04:00:00+00:00,30.0,
2071481,https://www.tvmaze.com/episodes/2071481/youths-in-the-breeze-1x11-people-from-the-story-03,PEOPLE FROM THE STORY #03,1,11.0,regular,2020-12-16,,2020-12-16T04:00:00+00:00,7.0,
2071482,https://www.tvmaze.com/episodes/2071482/youths-in-the-breeze-1x12-people-from-the-story-04,PEOPLE FROM THE STORY #04,1,12.0,regular,2020-12-16,,2020-12-16T04:00:00+00:00,7.0,
2145124,https://www.tvmaze.com/episodes/2145124/love-alice-or-not-1x01-episode-01,Episode 01,1,1.0,regular,2020-12-16,,2020-12-16T04:00:00+00:00,,
2205974,https://www.tvmaze.com/episodes/2205974/my-supernatural-power-1x17-episode-17,Episode 17,1,17.0,regular,2020-12-16,,2020-12-16T04:00:00+00:00,45.0,
2205975,https://www.tvmaze.com/episodes/2205975/my-supernatural-power-1x18-episode-18,Episode 18,1,18.0,regular,2020-12-16,,2020-12-16T04:00:00+00:00,45.0,
1977324,https://www.tvmaze.com/episodes/1977324/stjernestov-1x16-episode-16,Episode 16,1,16.0,regular,2020-12-16,06:00,2020-12-16T05:00:00+00:00,20.0,
2003098,https://www.tvmaze.com/episodes/2003098/slepaa-10x102-kavalery-priglasaut-dam,Кавалеры приглашают дам,10,102.0,regular,2020-12-16,17:35,2020-12-16T05:35:00+00:00,25.0,
2018178,https://www.tvmaze.com/episodes/2018178/orkestr-1x08-men-zokta-zigitter-zabyspady-ma,Мен жоқта жігіттер жабыспады ма?,1,8.0,regular,2020-12-16,,2020-12-16T07:00:00+00:00,19.0,
1987286,https://www.tvmaze.com/episodes/1987286/rupauls-drag-race-uk-s02-special-meet-the-queens,Meet the Queens,2,,significant_special,2020-12-16,09:00,2020-12-16T09:00:00+00:00,24.0,<p>Ahead of the long awaited second series of RuPaul's Drag Race UK Mama Ru introduces the 12 fabulous new queens competing for the title of the UK's Next Drag Race Superstar. </p>
2017659,https://www.tvmaze.com/episodes/2017659/masrah-masr-8x05-hindi-khan,Hindi Khan,8,5.0,regular,2020-12-16,,2020-12-16T10:00:00+00:00,60.0,
2174900,https://www.tvmaze.com/episodes/2174900/the-smart-money-woman-1x13-who-is-a-smart-money-woman,Who Is A Smart Money Woman,1,13.0,regular,2020-12-16,,2020-12-16T10:00:00+00:00,60.0,
1984178,https://www.tvmaze.com/episodes/1984178/hjerteslag-3x06-i-dag-i-morgen-for-alltid,"I dag, i morgen, for alltid",3,6.0,regular,2020-12-16,,2020-12-16T11:00:00+00:00,12.0,
1987436,https://www.tvmaze.com/episodes/1987436/alex-og-aune-1x11-rust-og-krakeboller,Rust og kråkeboller,1,11.0,regular,2020-12-16,,2020-12-16T11:00:00+00:00,12.0,
2153918,https://www.tvmaze.com/episodes/2153918/gjor-det-sjol-1x46-julepynt,Julepynt,1,46.0,regular,2020-12-16,,2020-12-16T11:00:00+00:00,6.0,
2153919,https://www.tvmaze.com/episodes/2153919/gjor-det-sjol-1x47-julestrompe,Julestrømpe,1,47.0,regular,2020-12-16,,2020-12-16T11:00:00+00:00,5.0,
2153920,https://www.tvmaze.com/episodes/2153920/gjor-det-sjol-1x48-julelykt,Julelykt,1,48.0,regular,2020-12-16,,2020-12-16T11:00:00+00:00,4.0,
2182083,https://www.tvmaze.com/episodes/2182083/for-vi-motes-1x08-episode-8,Episode 8,1,8.0,regular,2020-12-16,,2020-12-16T11:00:00+00:00,8.0,
1945868,https://www.tvmaze.com/episodes/1945868/the-expanse-5x01-exodus,Exodus,5,1.0,regular,2020-12-16,,2020-12-16T12:00:00+00:00,52.0,"<p>Holden tries to convince Fred Johnson to destroy the last sample of protomolecule. Naomi gets an important lead to her son. On Luna, Avasarala begins to hunt for Marco Inaros.</p>"
1945900,https://www.tvmaze.com/episodes/1945900/the-expanse-5x02-churn,Churn,5,2.0,regular,2020-12-16,,2020-12-16T12:00:00+00:00,52.0,<p>Holden and Fred deal with infiltrators on Tycho. Drummer's past comes back to haunt her. Amos returns to Baltimore. Alex and Bobbie's investigation on Mars leads to rogue soldiers.</p>
1945901,https://www.tvmaze.com/episodes/1945901/the-expanse-5x03-mother,Mother,5,3.0,regular,2020-12-16,,2020-12-16T12:00:00+00:00,52.0,<p>Naomi comes face to face with Filip. Holden and Fred turn the tables. Avasarala closes in on Marco's plot.</p>
1979336,https://www.tvmaze.com/episodes/1979336/the-young-turks-2020-12-16-december-16-2020-hour-1,"December 16, 2020 - Hour 1",2020,305.0,regular,2020-12-16,,2020-12-16T12:00:00+00:00,120.0,
1979337,https://www.tvmaze.com/episodes/1979337/the-young-turks-2020-12-16-december-16-2020-hour-2,"December 16, 2020 - Hour 2",2020,306.0,regular,2020-12-16,,2020-12-16T12:00:00+00:00,120.0,
