id,url,name,season,number,type,airdate,airtime,airstamp,runtime,summary
2121268,https://www.tvmaze.com/episodes/2121268/fiksiki-4x17-internet-magazin,Интернет-магазин,4,17.0,regular,2020-12-13,,2020-12-13T00:00:00+00:00,6.0,
1985046,https://www.tvmaze.com/episodes/1985046/a-seba-znau-1x12-12-vypusk-garik-harlamov,12 выпуск – Гарик Харламов,1,12.0,regular,2020-12-13,12:00,2020-12-13T00:00:00+00:00,90.0,
1956339,https://www.tvmaze.com/episodes/1956339/hero-return-1x10-episode-10,Episode 10,1,10.0,regular,2020-12-13,10:00,2020-12-13T02:00:00+00:00,15.0,
1985601,https://www.tvmaze.com/episodes/1985601/swallowed-star-1x04-episode-4,Episode 4,1,4.0,regular,2020-12-13,10:00,2020-12-13T02:00:00+00:00,,
2052508,https://www.tvmaze.com/episodes/2052508/wu-shen-zhu-zai-1x83-episode-83,Episode 83,1,83.0,regular,2020-12-13,10:00,2020-12-13T02:00:00+00:00,8.0,
1965924,https://www.tvmaze.com/episodes/1965924/new-japan-pro-wrestling-2020-12-13-super-j-cup-2020,Super J Cup 2020,2020,87.0,regular,2020-12-13,12:00,2020-12-13T03:00:00+00:00,120.0,
2012321,https://www.tvmaze.com/episodes/2012321/mans-diary-2x06-episode-6,Episode 6,2,6.0,regular,2020-12-13,,2020-12-13T04:00:00+00:00,12.0,
2071471,https://www.tvmaze.com/episodes/2071471/youths-in-the-breeze-1x01-the-boy-and-the-cat-01,THE BOY AND THE CAT #01,1,1.0,regular,2020-12-13,,2020-12-13T04:00:00+00:00,7.0,
2071472,https://www.tvmaze.com/episodes/2071472/youths-in-the-breeze-1x02-the-boy-and-the-cat-02,THE BOY AND THE CAT #02,1,2.0,regular,2020-12-13,,2020-12-13T04:00:00+00:00,7.0,
2071473,https://www.tvmaze.com/episodes/2071473/youths-in-the-breeze-1x03-the-boy-and-the-cat-03,THE BOY AND THE CAT #03,1,3.0,regular,2020-12-13,,2020-12-13T04:00:00+00:00,7.0,
2071474,https://www.tvmaze.com/episodes/2071474/youths-in-the-breeze-1x04-the-boy-and-the-cat-04,THE BOY AND THE CAT #04,1,4.0,regular,2020-12-13,,2020-12-13T04:00:00+00:00,7.0,
2071475,https://www.tvmaze.com/episodes/2071475/youths-in-the-breeze-1x05-the-boy-and-the-cat-05,THE BOY AND THE CAT #05,1,5.0,regular,2020-12-13,,2020-12-13T04:00:00+00:00,7.0,
2071476,https://www.tvmaze.com/episodes/2071476/youths-in-the-breeze-1x06-the-boy-and-the-cat-06,THE BOY AND THE CAT #06,1,6.0,regular,2020-12-13,,2020-12-13T04:00:00+00:00,7.0,
1962674,https://www.tvmaze.com/episodes/1962674/atlantic-crossing-1x08-hjemlandet,Hjemlandet,1,8.0,regular,2020-12-13,06:00,2020-12-13T05:00:00+00:00,58.0,"<p>Märtha does not know if she will go home to Norway after the war. Before she can start a new life, she must fight one last battle.</p>"
1977321,https://www.tvmaze.com/episodes/1977321/stjernestov-1x13-episode-13,Episode 13,1,13.0,regular,2020-12-13,06:00,2020-12-13T05:00:00+00:00,20.0,
1985427,https://www.tvmaze.com/episodes/1985427/aukrust-gud-velsigne-var-herre-1x01-reodor,Reodor,1,1.0,regular,2020-12-13,06:00,2020-12-13T05:00:00+00:00,43.0,
1985428,https://www.tvmaze.com/episodes/1985428/aukrust-gud-velsigne-var-herre-1x02-solan,Solan,1,2.0,regular,2020-12-13,06:00,2020-12-13T05:00:00+00:00,50.0,
1985429,https://www.tvmaze.com/episodes/1985429/aukrust-gud-velsigne-var-herre-1x03-ludvig,Ludvig,1,3.0,regular,2020-12-13,06:00,2020-12-13T05:00:00+00:00,50.0,
1974051,https://www.tvmaze.com/episodes/1974051/love-revolution-1x25-episode-25,Episode 25,1,25.0,regular,2020-12-13,17:00,2020-12-13T08:00:00+00:00,20.0,
1985605,https://www.tvmaze.com/episodes/1985605/sammy-j-s03-special-sammy-js-2020-dumpster-fire-spectacular,Sammy J's 2020 Dumpster Fire Spectacular,3,,insignificant_special,2020-12-13,21:10,2020-12-13T10:10:00+00:00,56.0,"<p>Throughout the dumpster fire that was 2020, Sammy J and his team turned up week in, week out to deliver three minutes of topical satire. Join Sammy J and friends as they look back on an objectively hideous twelve months.</p>"
1983603,https://www.tvmaze.com/episodes/1983603/huskestue-6x09-vann-og-barndom-marte-bratberg-jorn-hoel-lise-karlsnes,"Vann og Barndom: Marte Bratberg, Jørn Hoel, Lise Karlsnes",6,9.0,regular,2020-12-13,,2020-12-13T11:00:00+00:00,43.0,
1981556,https://www.tvmaze.com/episodes/1981556/hjerteslag-3x01-resten-av-livet,Resten av livet,3,1.0,regular,2020-12-13,,2020-12-13T11:00:00+00:00,11.0,"<p>After an argument, Anders suddenly realizes that Mio has begun to doubt their relationship.</p>"
1984174,https://www.tvmaze.com/episodes/1984174/hjerteslag-3x02-du-och-jag,Du och jag,3,2.0,regular,2020-12-13,,2020-12-13T11:00:00+00:00,16.0,
1984175,https://www.tvmaze.com/episodes/1984175/hjerteslag-3x03-stalker,Stalker,3,3.0,regular,2020-12-13,,2020-12-13T11:00:00+00:00,13.0,
1977250,https://www.tvmaze.com/episodes/1977250/30-monedas-1x03-el-espejo,El espejo,1,3.0,regular,2020-12-13,,2020-12-13T11:00:00+00:00,64.0,"<p>Elena and Paco discover that a local mirror is haunted. When Father Vergara spends the night investigating the mirror's trickery, he risks getting swept into its deathly portal.</p>"
2111759,https://www.tvmaze.com/episodes/2111759/by-ana-milan-1x06-cuando-llame-vaca-a-una-fan,Cuando llamé vaca a una fan,1,6.0,regular,2020-12-13,,2020-12-13T11:00:00+00:00,,
