id,url,name,season,number,type,airdate,airtime,airstamp,runtime,image,summary
1988860,https://www.tvmaze.com/episodes/1988860/sim-for-you-4x22-chanyeols-episode-22,Chanyeol's Episode 22,4,22.0,regular,2020-12-15,06:00,2020-12-14T21:00:00+00:00,16.0,,<p><b>#Hidden Map Open #Blue Ocean View</b></p>
1987445,https://www.tvmaze.com/episodes/1987445/serlok-v-rossii-s01-special-film-o-filme,Фильм о фильме,1,,insignificant_special,2020-12-15,,2020-12-15T00:00:00+00:00,25.0,,
2007749,https://www.tvmaze.com/episodes/2007749/stand-up-autsajd-1x09-irina-prihodko-skvirt,"Ирина Приходько ""Сквирт""",1,9.0,regular,2020-12-15,12:00,2020-12-15T00:00:00+00:00,23.0,,
2008029,https://www.tvmaze.com/episodes/2008029/lab-s-antonom-belaevym-2x08-elena-temnikova,Елена Темникова,2,8.0,regular,2020-12-15,,2020-12-15T00:00:00+00:00,21.0,"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/294/737208.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/294/737208.jpg'}",
1964567,https://www.tvmaze.com/episodes/1964567/core-sense-1x11-episode-11,Episode 11,1,11.0,regular,2020-12-15,10:00,2020-12-15T02:00:00+00:00,24.0,,
2052509,https://www.tvmaze.com/episodes/2052509/wu-shen-zhu-zai-1x84-episode-84,Episode 84,1,84.0,regular,2020-12-15,10:00,2020-12-15T02:00:00+00:00,8.0,,
2096297,https://www.tvmaze.com/episodes/2096297/no-turning-back-romance-1x03-3,3,1,3.0,regular,2020-12-15,,2020-12-15T03:00:00+00:00,12.0,,
2071479,https://www.tvmaze.com/episodes/2071479/youths-in-the-breeze-1x09-people-from-the-story-01,PEOPLE FROM THE STORY #01,1,9.0,regular,2020-12-15,,2020-12-15T04:00:00+00:00,7.0,,
2071480,https://www.tvmaze.com/episodes/2071480/youths-in-the-breeze-1x10-people-from-the-story-02,PEOPLE FROM THE STORY #02,1,10.0,regular,2020-12-15,,2020-12-15T04:00:00+00:00,7.0,,
2082175,https://www.tvmaze.com/episodes/2082175/ling-jian-zun-4x32-di132ji,第132集,4,32.0,regular,2020-12-15,,2020-12-15T04:00:00+00:00,10.0,,
2161416,https://www.tvmaze.com/episodes/2161416/mafia-nights-2x02-bazy-dwm-grwh-dwm,بازی دوم گروه دوم,2,2.0,regular,2020-12-15,08:00,2020-12-15T04:30:00+00:00,90.0,,
1990186,https://www.tvmaze.com/episodes/1990186/vmeste-intervu-3x04-143-faik-faik-mirzaev-rauf-faik,143. Faik (Фаик Мирзаев) Rauf & Faik,3,4.0,regular,2020-12-15,17:00,2020-12-15T05:00:00+00:00,22.0,,
1977323,https://www.tvmaze.com/episodes/1977323/stjernestov-1x15-episode-15,Episode 15,1,15.0,regular,2020-12-15,06:00,2020-12-15T05:00:00+00:00,20.0,"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/290/726349.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/290/726349.jpg'}",
2003097,https://www.tvmaze.com/episodes/2003097/slepaa-10x101-rabotnik-mesaca,Работник месяца,10,101.0,regular,2020-12-15,17:35,2020-12-15T05:35:00+00:00,25.0,,
2018190,https://www.tvmaze.com/episodes/2018190/sheker-1x06-cto-delat,ЧТО ДЕЛАТЬ?,1,6.0,regular,2020-12-15,,2020-12-15T07:00:00+00:00,18.0,,
1964333,https://www.tvmaze.com/episodes/1964333/saygi-1x08-8-bolum,8. Bölüm,1,8.0,regular,2020-12-15,,2020-12-15T09:00:00+00:00,60.0,"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/289/722681.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/289/722681.jpg'}",
1984177,https://www.tvmaze.com/episodes/1984177/hjerteslag-3x05-ingen-vei-tilbake,Ingen vei tilbake,3,5.0,regular,2020-12-15,,2020-12-15T11:00:00+00:00,15.0,"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/288/721854.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/288/721854.jpg'}",
1987435,https://www.tvmaze.com/episodes/1987435/alex-og-aune-1x10-indianere-kaniner-og-dodsing,"Indianere, kaniner og dødsing",1,10.0,regular,2020-12-15,,2020-12-15T11:00:00+00:00,12.0,,
2015997,https://www.tvmaze.com/episodes/2015997/247-fc-2x03-wendepunkt,Wendepunkt,2,3.0,regular,2020-12-15,,2020-12-15T11:00:00+00:00,41.0,"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/294/735555.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/294/735555.jpg'}",
2047749,https://www.tvmaze.com/episodes/2047749/honest-game-trailers-2020-12-15-marvels-spider-man-miles-morales,Marvel's Spider-Man: Miles Morales,2020,50.0,regular,2020-12-15,,2020-12-15T12:00:00+00:00,5.0,,
1986938,https://www.tvmaze.com/episodes/1986938/honest-trailers-2020-12-15-lost,Lost,2020,51.0,regular,2020-12-15,,2020-12-15T12:00:00+00:00,10.0,,
