id,url,name,season,number,type,airdate,airtime,airstamp,runtime,image,summary
1982403,https://www.tvmaze.com/episodes/1982403/volk-1x05-seria-05,Серия 05,1,5,regular,2020-12-14,,2020-12-14T00:00:00+00:00,48.0,,
1982404,https://www.tvmaze.com/episodes/1982404/volk-1x06-seria-06,Серия 06,1,6,regular,2020-12-14,,2020-12-14T00:00:00+00:00,51.0,,
2140387,https://www.tvmaze.com/episodes/2140387/going-seventeen-2020-12-14-going-vs-seventeen-1,GOING VS SEVENTEEN #1,2020,42,regular,2020-12-14,,2020-12-14T03:00:00+00:00,30.0,,
1945592,https://www.tvmaze.com/episodes/1945592/my-little-invisible-being-1x12-episode-12,Episode 12,1,12,regular,2020-12-14,12:00,2020-12-14T04:00:00+00:00,5.0,,
2065442,https://www.tvmaze.com/episodes/2065442/the-wonderland-of-ten-thousands-4x29-episode-29-157,Episode 29 (157),4,29,regular,2020-12-14,,2020-12-14T04:00:00+00:00,10.0,,
2071477,https://www.tvmaze.com/episodes/2071477/youths-in-the-breeze-1x07-the-boy-and-the-cat-07,THE BOY AND THE CAT #07,1,7,regular,2020-12-14,,2020-12-14T04:00:00+00:00,7.0,,
2071478,https://www.tvmaze.com/episodes/2071478/youths-in-the-breeze-1x08-the-boy-and-the-cat-08,THE BOY AND THE CAT #08,1,8,regular,2020-12-14,,2020-12-14T04:00:00+00:00,7.0,,
2080225,https://www.tvmaze.com/episodes/2080225/supreme-god-emperor-1x63-episode-63,Episode 63,1,63,regular,2020-12-14,,2020-12-14T04:00:00+00:00,10.0,,
1977322,https://www.tvmaze.com/episodes/1977322/stjernestov-1x14-episode-14,Episode 14,1,14,regular,2020-12-14,06:00,2020-12-14T05:00:00+00:00,20.0,"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/290/726348.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/290/726348.jpg'}",
2003096,https://www.tvmaze.com/episodes/2003096/slepaa-10x100-cuzaa-igra,Чужая игра,10,100,regular,2020-12-14,17:35,2020-12-14T05:35:00+00:00,25.0,,
2264938,https://www.tvmaze.com/episodes/2264938/efsane-t-1x01-1-bolum,1. Bölum,1,1,regular,2020-12-14,,2020-12-14T09:00:00+00:00,20.0,,
2264939,https://www.tvmaze.com/episodes/2264939/efsane-t-1x02-2-bolum,2. Bölum,1,2,regular,2020-12-14,,2020-12-14T09:00:00+00:00,20.0,,
2264940,https://www.tvmaze.com/episodes/2264940/efsane-t-1x03-3-bolum,3. Bölum,1,3,regular,2020-12-14,,2020-12-14T09:00:00+00:00,20.0,,
2264941,https://www.tvmaze.com/episodes/2264941/efsane-t-1x04-4-bolum,4. Bölum,1,4,regular,2020-12-14,,2020-12-14T09:00:00+00:00,20.0,,
