id,url,name,season,number,type,airdate,airtime,airstamp,runtime,summary
1977900,https://www.tvmaze.com/episodes/1977900/obycnaa-zensina-2x04-seria-13,Серия 13,2,4.0,regular,2020-12-24,10:00,2020-12-23T22:00:00+00:00,54.0,
1963999,https://www.tvmaze.com/episodes/1963999/257-pricin-ctoby-zit-2x09-seria-22,Серия 22,2,9.0,regular,2020-12-24,,2020-12-24T00:00:00+00:00,25.0,
1949912,https://www.tvmaze.com/episodes/1949912/smesariki-novyj-sezon-1x33-zagvozdka,Загвоздка,1,33.0,regular,2020-12-24,,2020-12-24T00:00:00+00:00,6.0,
1949913,https://www.tvmaze.com/episodes/1949913/smesariki-novyj-sezon-1x34-starinnyj-novogodnij-obycaj,Старинный новогодний обычай,1,34.0,regular,2020-12-24,,2020-12-24T00:00:00+00:00,6.0,
1960733,https://www.tvmaze.com/episodes/1960733/psih-1x08-vozrozdenie,Возрождение,1,8.0,regular,2020-12-24,12:00,2020-12-24T00:00:00+00:00,70.0,
1982409,https://www.tvmaze.com/episodes/1982409/volk-1x11-seria-11,Серия 11,1,11.0,regular,2020-12-24,,2020-12-24T00:00:00+00:00,51.0,
1982410,https://www.tvmaze.com/episodes/1982410/volk-1x12-seria-12,Серия 12,1,12.0,regular,2020-12-24,,2020-12-24T00:00:00+00:00,51.0,
1987502,https://www.tvmaze.com/episodes/1987502/passaziry-1x01-svetlana-i-igor,Светлана и Игорь,1,1.0,regular,2020-12-24,,2020-12-24T00:00:00+00:00,21.0,
1987720,https://www.tvmaze.com/episodes/1987720/passaziry-1x02-saska,Сашка,1,2.0,regular,2020-12-24,,2020-12-24T00:00:00+00:00,22.0,
1985788,https://www.tvmaze.com/episodes/1985788/theres-a-pit-in-my-senior-martial-brothers-brain-2x10-episode-10,Episode 10,2,10.0,regular,2020-12-24,11:00,2020-12-24T03:00:00+00:00,20.0,
2039620,https://www.tvmaze.com/episodes/2039620/witches-1x03-episode-3,Episode 3,1,3.0,regular,2020-12-24,,2020-12-24T03:00:00+00:00,30.0,
2039621,https://www.tvmaze.com/episodes/2039621/witches-1x04-episode-4,Episode 4,1,4.0,regular,2020-12-24,,2020-12-24T03:00:00+00:00,30.0,
2324410,https://www.tvmaze.com/episodes/2324410/unique-lady-2x01-episode,Episode,2,1.0,regular,2020-12-24,12:00,2020-12-24T04:00:00+00:00,40.0,
2324411,https://www.tvmaze.com/episodes/2324411/unique-lady-2x02-episode-2,Episode 2,2,2.0,regular,2020-12-24,12:00,2020-12-24T04:00:00+00:00,38.0,
2324412,https://www.tvmaze.com/episodes/2324412/unique-lady-2x03-episode-3,Episode 3,2,3.0,regular,2020-12-24,12:00,2020-12-24T04:00:00+00:00,38.0,
2324413,https://www.tvmaze.com/episodes/2324413/unique-lady-2x04-episode-4,Episode 4,2,4.0,regular,2020-12-24,12:00,2020-12-24T04:00:00+00:00,38.0,
2324414,https://www.tvmaze.com/episodes/2324414/unique-lady-2x05-episode-5,Episode 5,2,5.0,regular,2020-12-24,12:00,2020-12-24T04:00:00+00:00,38.0,
2324415,https://www.tvmaze.com/episodes/2324415/unique-lady-2x06-episode-6,Episode 6,2,6.0,regular,2020-12-24,12:00,2020-12-24T04:00:00+00:00,38.0,
1972573,https://www.tvmaze.com/episodes/1972573/the-wolf-1x31-episode-31,Episode 31,1,31.0,regular,2020-12-24,,2020-12-24T04:00:00+00:00,45.0,
1972574,https://www.tvmaze.com/episodes/1972574/the-wolf-1x32-episode-32,Episode 32,1,32.0,regular,2020-12-24,,2020-12-24T04:00:00+00:00,45.0,
1994242,https://www.tvmaze.com/episodes/1994242/a-love-so-romantic-1x01-episode-1,Episode 1,1,1.0,regular,2020-12-24,,2020-12-24T04:00:00+00:00,45.0,
1994243,https://www.tvmaze.com/episodes/1994243/a-love-so-romantic-1x02-episode-2,Episode 2,1,2.0,regular,2020-12-24,,2020-12-24T04:00:00+00:00,45.0,
1998588,https://www.tvmaze.com/episodes/1998588/unique-lady-2-1x01-episode-1,Episode 1,1,1.0,regular,2020-12-24,,2020-12-24T04:00:00+00:00,45.0,
1998589,https://www.tvmaze.com/episodes/1998589/unique-lady-2-1x02-episode-2,Episode 2,1,2.0,regular,2020-12-24,,2020-12-24T04:00:00+00:00,45.0,
1998590,https://www.tvmaze.com/episodes/1998590/unique-lady-2-1x03-episode-3,Episode 3,1,3.0,regular,2020-12-24,,2020-12-24T04:00:00+00:00,45.0,
1998591,https://www.tvmaze.com/episodes/1998591/unique-lady-2-1x04-episode-4,Episode 4,1,4.0,regular,2020-12-24,,2020-12-24T04:00:00+00:00,45.0,
1998592,https://www.tvmaze.com/episodes/1998592/unique-lady-2-1x05-episode-5,Episode 5,1,5.0,regular,2020-12-24,,2020-12-24T04:00:00+00:00,45.0,
1998593,https://www.tvmaze.com/episodes/1998593/unique-lady-2-1x06-episode-6,Episode 6,1,6.0,regular,2020-12-24,,2020-12-24T04:00:00+00:00,45.0,
1999302,https://www.tvmaze.com/episodes/1999302/futmallscom-1x07-episode-7,Episode 7,1,7.0,regular,2020-12-24,,2020-12-24T04:00:00+00:00,45.0,
