id,url,name,season,number,type,airdate,airtime,airstamp,runtime,image,summary
1979245,https://www.tvmaze.com/episodes/1979245/volk-1x01-seria-01,Серия 01,1,1.0,regular,2020-12-07,,2020-12-07T00:00:00+00:00,52.0,,<p>НТВ 27.12.2021 https://www.ntv.ru/serial/Volk/</p>
1981560,https://www.tvmaze.com/episodes/1981560/volk-1x02-seria-02,Серия 02,1,2.0,regular,2020-12-07,,2020-12-07T00:00:00+00:00,48.0,,
1986869,https://www.tvmaze.com/episodes/1986869/kotiki-1x06-seria-6,Серия 6,1,6.0,regular,2020-12-07,,2020-12-07T00:00:00+00:00,13.0,,
2140386,https://www.tvmaze.com/episodes/2140386/going-seventeen-2020-12-07-dont-lie-ii-2,Don't Lie Ⅱ #2,2020,41.0,regular,2020-12-07,,2020-12-07T03:00:00+00:00,30.0,,
1945591,https://www.tvmaze.com/episodes/1945591/my-little-invisible-being-1x11-episode-11,Episode 11,1,11.0,regular,2020-12-07,12:00,2020-12-07T04:00:00+00:00,5.0,,
2065440,https://www.tvmaze.com/episodes/2065440/the-wonderland-of-ten-thousands-4x27-episode-27-155,Episode 27 (155),4,27.0,regular,2020-12-07,,2020-12-07T04:00:00+00:00,10.0,,
2080223,https://www.tvmaze.com/episodes/2080223/supreme-god-emperor-1x61-episode-61,Episode 61,1,61.0,regular,2020-12-07,,2020-12-07T04:00:00+00:00,10.0,,
1977315,https://www.tvmaze.com/episodes/1977315/stjernestov-1x07-episode-7,Episode 7,1,7.0,regular,2020-12-07,06:00,2020-12-07T05:00:00+00:00,20.0,"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/290/726341.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/290/726341.jpg'}",
2003092,https://www.tvmaze.com/episodes/2003092/slepaa-10x96-kto-v-dome-zivet,Кто в доме живёт,10,96.0,regular,2020-12-07,17:35,2020-12-07T05:35:00+00:00,25.0,,
1981501,https://www.tvmaze.com/episodes/1981501/esenepozner-s02-special-zakladka-39-v-poiskah-grazdanskoj-oborony-konstantinopola-i-operatora-antonioni,"Закладка #39: в поисках Гражданской обороны, Константинополя и оператора Антониони",2,,insignificant_special,2020-12-07,20:00,2020-12-07T08:00:00+00:00,14.0,,
1982914,https://www.tvmaze.com/episodes/1982914/alex-og-aune-1x05-pa-gjengrodde-stier,På gjengrodde stier,1,5.0,regular,2020-12-07,,2020-12-07T11:00:00+00:00,12.0,,
2169851,https://www.tvmaze.com/episodes/2169851/brak-1x11-sencoubler,SENcoubler,1,11.0,regular,2020-12-07,,2020-12-07T11:00:00+00:00,8.0,,
1972057,https://www.tvmaze.com/episodes/1972057/red-vs-blue-18x05-sideways,Sideways,18,5.0,regular,2020-12-07,,2020-12-07T12:00:00+00:00,12.0,,<p>Shatter Squad races to a secluded Fort Operating Base. The Mission: Protect Lavernius Tucker and prevent his sword from falling into the clutches of Viper. </p>
