id,url,name,season,number,type,airdate,airtime,airstamp,runtime,summary
1972782,https://www.tvmaze.com/episodes/1972782/kontakty-1x28-kontakty-v-telefone-sergea-lazareva-timati-polina-gagarina-vlad-topalov-ida-galic,"КОНТАКТЫ в телефоне Сергея Лазарева: Тимати, Полина Гагарина, Влад Топалов, Ида Галич",1,28.0,regular,2020-12-02,12:00,2020-12-02T00:00:00+00:00,38.0,
1979223,https://www.tvmaze.com/episodes/1979223/kotiki-1x03-seria-3,Серия 3,1,3.0,regular,2020-12-02,,2020-12-02T00:00:00+00:00,13.0,
1971567,https://www.tvmaze.com/episodes/1971567/mermaid-prince-2x07-episode-7,Episode 7,2,7.0,regular,2020-12-02,11:00,2020-12-02T02:00:00+00:00,15.0,
1983072,https://www.tvmaze.com/episodes/1983072/wan-sheng-jie-2x10-all-products-funds-were-spent-on-this-episode,All products funds were spent on this episode,2,10.0,regular,2020-12-02,10:00,2020-12-02T02:00:00+00:00,4.0,
1985615,https://www.tvmaze.com/episodes/1985615/yi-nian-yong-heng-1x19-episode-19,Episode 19,1,19.0,regular,2020-12-02,10:00,2020-12-02T02:00:00+00:00,19.0,
2030018,https://www.tvmaze.com/episodes/2030018/dolls-frontline-2x10-episode-10,Episode 10,2,10.0,regular,2020-12-02,12:00,2020-12-02T04:00:00+00:00,5.0,
1973540,https://www.tvmaze.com/episodes/1973540/please-wait-brother-1x19-episode-19,Episode 19,1,19.0,regular,2020-12-02,12:00,2020-12-02T04:00:00+00:00,37.0,
1973541,https://www.tvmaze.com/episodes/1973541/please-wait-brother-1x20-episode-20,Episode 20,1,20.0,regular,2020-12-02,12:00,2020-12-02T04:00:00+00:00,37.0,
2066367,https://www.tvmaze.com/episodes/2066367/chu-feng-yi-dian-shizi-1x04-episode-4,Episode 4,1,4.0,regular,2020-12-02,,2020-12-02T04:00:00+00:00,30.0,
2113316,https://www.tvmaze.com/episodes/2113316/klassen-3x15-toff-kjaerlighet,Tøff kjærlighet,3,15.0,regular,2020-12-02,05:00,2020-12-02T04:00:00+00:00,11.0,
2205966,https://www.tvmaze.com/episodes/2205966/my-supernatural-power-1x09-episode-9,Episode 9,1,9.0,regular,2020-12-02,,2020-12-02T04:00:00+00:00,45.0,
2205967,https://www.tvmaze.com/episodes/2205967/my-supernatural-power-1x10-episode-10,Episode 10,1,10.0,regular,2020-12-02,,2020-12-02T04:00:00+00:00,45.0,
1977310,https://www.tvmaze.com/episodes/1977310/stjernestov-1x02-episode-2,Episode 2,1,2.0,regular,2020-12-02,06:00,2020-12-02T05:00:00+00:00,21.0,
2003090,https://www.tvmaze.com/episodes/2003090/slepaa-10x94-uzory,Узоры,10,94.0,regular,2020-12-02,17:35,2020-12-02T05:35:00+00:00,25.0,
1973846,https://www.tvmaze.com/episodes/1973846/im-a-celebritythe-daily-drop-1x15-beverley-callard-victoria-derbyshire-matt-edmondson-sunetra-sarker,"Beverley Callard, Victoria Derbyshire, Matt Edmondson, Sunetra Sarker",1,15.0,regular,2020-12-02,06:00,2020-12-02T06:00:00+00:00,30.0,
2018176,https://www.tvmaze.com/episodes/2018176/orkestr-1x06-sen-nsi-balapan-bolmaj-ak-koj,Сен әнші балапан болмай-ақ қой!,1,6.0,regular,2020-12-02,,2020-12-02T07:00:00+00:00,19.0,
1979370,https://www.tvmaze.com/episodes/1979370/melon-music-awards-2020-12-02-day-1,Day 1,2020,1.0,regular,2020-12-02,18:00,2020-12-02T09:00:00+00:00,300.0,
1965919,https://www.tvmaze.com/episodes/1965919/new-japan-pro-wrestling-2020-12-02-best-of-the-super-jr27-night-7,BEST OF THE SUPER Jr.27 Night 7,2020,82.0,regular,2020-12-02,18:30,2020-12-02T09:30:00+00:00,120.0,
2174898,https://www.tvmaze.com/episodes/2174898/the-smart-money-woman-1x11-investment-strategy,Investment Strategy,1,11.0,regular,2020-12-02,,2020-12-02T10:00:00+00:00,60.0,
1982912,https://www.tvmaze.com/episodes/1982912/alex-og-aune-1x03-setter-bleik-pa-kartet,Setter Bleik på kartet,1,3.0,regular,2020-12-02,,2020-12-02T11:00:00+00:00,12.0,
2153914,https://www.tvmaze.com/episodes/2153914/gjor-det-sjol-1x42-snokule,Snøkule,1,42.0,regular,2020-12-02,,2020-12-02T11:00:00+00:00,5.0,
2153915,https://www.tvmaze.com/episodes/2153915/gjor-det-sjol-1x43-cornflakesgodteri,Cornflakesgodteri,1,43.0,regular,2020-12-02,,2020-12-02T11:00:00+00:00,5.0,
2182080,https://www.tvmaze.com/episodes/2182080/for-vi-motes-1x05-episode-5,Episode 5,1,5.0,regular,2020-12-02,,2020-12-02T11:00:00+00:00,5.0,
1975171,https://www.tvmaze.com/episodes/1975171/the-young-turks-2020-12-02-december-2-2020,"December 2, 2020",2020,288.0,regular,2020-12-02,,2020-12-02T12:00:00+00:00,120.0,
2007414,https://www.tvmaze.com/episodes/2007414/studio-paradise-11x11-avsnitt-11,Avsnitt 11,11,11.0,regular,2020-12-02,,2020-12-02T12:00:00+00:00,30.0,
1976203,https://www.tvmaze.com/episodes/1976203/unhhhh-5x28-ready-4-love,Ready 4 Love,5,28.0,regular,2020-12-02,,2020-12-02T12:00:00+00:00,13.0,"<p>Katya's ready for love, and she wants to do it now. Trixie explains to her what love is, and Katya designs her perfect man.</p>"
2176119,https://www.tvmaze.com/episodes/2176119/scishow-2020-12-02-bizarre-creatures-of-the-deep-sea-compilation,Bizarre Creatures of the Deep Sea | Compilation,2020,329.0,regular,2020-12-02,,2020-12-02T12:00:00+00:00,,
1997806,https://www.tvmaze.com/episodes/1997806/uznat-za-10-sekund-4x39-sqwoz-bab,SQWOZ BAB,4,39.0,regular,2020-12-02,,2020-12-02T12:00:00+00:00,19.0,
2041155,https://www.tvmaze.com/episodes/2041155/dtk-elviszlek-magammal-7x17-papp-timi-koreografus-a-freelusion-dance-company-alapitoja,"Papp Timi koreográfus, a Freelusion Dance Company alapítója",7,17.0,regular,2020-12-02,,2020-12-02T12:00:00+00:00,33.0,
1978898,https://www.tvmaze.com/episodes/1978898/doma-lucse-3x17-radomysl-korostysev-tonnel-lubvi-tarakanovskij-fort-podgoreckij-i-oleskij-zamki,"Радомышль, Коростышев, Тоннель любви, Таракановский форт, Подгорецкий и Олеський замки",3,17.0,regular,2020-12-02,,2020-12-02T12:00:00+00:00,69.0,"<p>This issue could be a continuation of the series Better Houses about Castles of Ukraine. But Zhenya Sinelnikov decided to show us a slightly different route. Following from Kiev to Lviv, we will stop at a picturesque canyon, show a place with houses, right for a photo on Instagram, visit the famous tunnel of love. First of all, we will show the Ukrainian Disneyland - Victoria film studio, there is even a real Iron Throne! Next, we are waiting for the autumn Radomyshl, a visit to a shelter for bears, and at the end of the three castles of Ukraine - Pidhretsky Castle, Zolochy Castle, Olesky Castle.</p>"
1977530,https://www.tvmaze.com/episodes/1977530/good-mythical-morning-18x57-cooking-meat-in-different-liquids-taste-test,Cooking Meat In Different Liquids (Taste Test),18,57.0,regular,2020-12-02,,2020-12-02T12:00:00+00:00,,
1978866,https://www.tvmaze.com/episodes/1978866/vopros-rebrom-4x02-vypusk-14-vladimir-markoni,Выпуск 14. Владимир Маркони,4,2.0,regular,2020-12-02,,2020-12-02T12:00:00+00:00,35.0,"<p>Настало время расплаты и жестких вопросов для Владимира Маркони от ковбоев, амазонок и Сергея Мезенцева. Смотрим!</p>"
2008207,https://www.tvmaze.com/episodes/2008207/intervu-s-komikom-1x11-elena-novikova,Елена Новикова,1,11.0,regular,2020-12-02,,2020-12-02T12:00:00+00:00,48.0,
