id,url,name,season,number,type,airdate,airtime,airstamp,runtime,summary
2269800,https://www.tvmaze.com/episodes/2269800/manaki-1x07-golos-zvera-delo-arhangelskogo-manaka,Голос зверя. Дело архангельского маньяка,1,7.0,regular,2020-12-06,,2020-12-06T00:00:00+00:00,40.0,
1956338,https://www.tvmaze.com/episodes/1956338/hero-return-1x09-episode-9,Episode 9,1,9.0,regular,2020-12-06,10:00,2020-12-06T02:00:00+00:00,15.0,
1978217,https://www.tvmaze.com/episodes/1978217/swallowed-star-1x03-episode-3,Episode 3,1,3.0,regular,2020-12-06,10:00,2020-12-06T02:00:00+00:00,,
2052506,https://www.tvmaze.com/episodes/2052506/wu-shen-zhu-zai-1x81-episode-81,Episode 81,1,81.0,regular,2020-12-06,10:00,2020-12-06T02:00:00+00:00,8.0,
2138924,https://www.tvmaze.com/episodes/2138924/tokyo-joshi-pro-wrestling-2020-12-06-tjpw-fall-tour-20-womm-wrestling-of-my-mind,TJPW Fall Tour '20 ~ WOMM (Wrestling Of My Mind) ~,2020,42.0,regular,2020-12-06,12:00,2020-12-06T03:00:00+00:00,120.0,
2012320,https://www.tvmaze.com/episodes/2012320/mans-diary-2x05-episode-5,Episode 5,2,5.0,regular,2020-12-06,,2020-12-06T04:00:00+00:00,12.0,
1957067,https://www.tvmaze.com/episodes/1957067/atlantic-crossing-1x07-gaven,Gaven,1,7.0,regular,2020-12-06,06:00,2020-12-06T05:00:00+00:00,54.0,<p>Märtha ends up in a quandary when the president announces that he wants to support Norway and asks her to say how she feels about him.</p>
1977314,https://www.tvmaze.com/episodes/1977314/stjernestov-1x06-episode-6,Episode 6,1,6.0,regular,2020-12-06,06:00,2020-12-06T05:00:00+00:00,18.0,
1974049,https://www.tvmaze.com/episodes/1974049/love-revolution-1x23-episode-23,Episode 23,1,23.0,regular,2020-12-06,17:00,2020-12-06T08:00:00+00:00,20.0,
1965922,https://www.tvmaze.com/episodes/1965922/new-japan-pro-wrestling-2020-12-06-world-tag-league-2020best-of-the-super-jr27-night-9,WORLD TAG LEAGUE 2020/BEST OF THE SUPER Jr.27 Night 9,2020,85.0,regular,2020-12-06,18:00,2020-12-06T09:00:00+00:00,120.0,
1981693,https://www.tvmaze.com/episodes/1981693/meisje-van-plezier-3x01-aflevering-1,Aflevering 1,3,1.0,regular,2020-12-06,,2020-12-06T11:00:00+00:00,45.0,
1981694,https://www.tvmaze.com/episodes/1981694/meisje-van-plezier-3x02-aflevering-2,Aflevering 2,3,2.0,regular,2020-12-06,,2020-12-06T11:00:00+00:00,45.0,
1981695,https://www.tvmaze.com/episodes/1981695/meisje-van-plezier-3x03-aflevering-3,Aflevering 3,3,3.0,regular,2020-12-06,,2020-12-06T11:00:00+00:00,45.0,
1981696,https://www.tvmaze.com/episodes/1981696/meisje-van-plezier-3x04-aflevering-4,Aflevering 4,3,4.0,regular,2020-12-06,,2020-12-06T11:00:00+00:00,45.0,
1981697,https://www.tvmaze.com/episodes/1981697/meisje-van-plezier-3x05-episode-5,Episode 5,3,5.0,regular,2020-12-06,,2020-12-06T11:00:00+00:00,45.0,
1981698,https://www.tvmaze.com/episodes/1981698/meisje-van-plezier-3x06-episode-6,Episode 6,3,6.0,regular,2020-12-06,,2020-12-06T11:00:00+00:00,45.0,
1981699,https://www.tvmaze.com/episodes/1981699/meisje-van-plezier-3x07-episode-7,Episode 7,3,7.0,regular,2020-12-06,,2020-12-06T11:00:00+00:00,45.0,
1981700,https://www.tvmaze.com/episodes/1981700/meisje-van-plezier-3x08-episode-8,Episode 8,3,8.0,regular,2020-12-06,,2020-12-06T11:00:00+00:00,45.0,
1977249,https://www.tvmaze.com/episodes/1977249/30-monedas-1x02-ouija,Ouija,1,2.0,regular,2020-12-06,,2020-12-06T11:00:00+00:00,62.0,"<p>When a local teenager suddenly disappears, Elena explores Father Vergara's possible connection. As more untimely deaths befall the town, Marquess Roque presents Elena with an enticing job offer, and Merche urges Paco to keep his distance.</p>"
1969247,https://www.tvmaze.com/episodes/1969247/norge-i-krise-1x04-episode-4,Episode 4,1,4.0,regular,2020-12-06,,2020-12-06T11:00:00+00:00,43.0,
2111758,https://www.tvmaze.com/episodes/2111758/by-ana-milan-1x05-cuando-perdi-ese-lunar,Cuando perdí ese lunar,1,5.0,regular,2020-12-06,,2020-12-06T11:00:00+00:00,,
1982656,https://www.tvmaze.com/episodes/1982656/jakten-pa-en-mordare-1x05-episode-5,Episode 5,1,5.0,regular,2020-12-06,,2020-12-06T11:00:00+00:00,60.0,"<p>Monica follows up a lead given to her at a party, visiting the co-workers of a man they describe as a pervert.</p>"
1990226,https://www.tvmaze.com/episodes/1990226/lassemajas-detektivbyra-1x01-brandkarsmysteriet,Brandkårsmysteriet,1,1.0,regular,2020-12-06,,2020-12-06T11:00:00+00:00,42.0,
1990227,https://www.tvmaze.com/episodes/1990227/lassemajas-detektivbyra-1x02-skolmysteriet,Skolmysteriet,1,2.0,regular,2020-12-06,,2020-12-06T11:00:00+00:00,42.0,
2178561,https://www.tvmaze.com/episodes/2178561/oiiiginaler-1x02-godteriku,Godteriku,1,2.0,regular,2020-12-06,,2020-12-06T11:00:00+00:00,5.0,
1967755,https://www.tvmaze.com/episodes/1967755/0-z-majklom-surom-5x14-potap-vs-morgenshtern-poplavskij-i-maacna-zelenskij-i-korupcia-0-z-majklom-surom-14,"Потап VS Morgenshtern, Поплавський і маячня, Зеленський і корупція: #@)₴?$0 з Майклом Щуром #14",5,14.0,regular,2020-12-06,14:00,2020-12-06T12:00:00+00:00,34.0,
2176123,https://www.tvmaze.com/episodes/2176123/scishow-2020-12-06-6-ways-animals-prevent-epidemics,6 Ways Animals Prevent Epidemics,2020,333.0,regular,2020-12-06,,2020-12-06T12:00:00+00:00,,
1975743,https://www.tvmaze.com/episodes/1975743/friheden-2x04-afsnit-4,Afsnit 4,2,4.0,regular,2020-12-06,,2020-12-06T12:00:00+00:00,45.0,
2111704,https://www.tvmaze.com/episodes/2111704/world-wonder-ring-stardom-2020-12-06-stardom-in-toyama,Stardom in Toyama,2020,50.0,regular,2020-12-06,,2020-12-06T12:00:00+00:00,120.0,
1980926,https://www.tvmaze.com/episodes/1980926/redakcia-s03-special-redakcia-news-million-bednyh-mer-bez-sapki-konec-musoroprovodov,"Редакция. News: миллион бедных, мэр без шапки, конец мусоропроводов",3,,insignificant_special,2020-12-06,,2020-12-06T12:00:00+00:00,23.0,
1964446,https://www.tvmaze.com/episodes/1964446/bani-negri-pentru-zile-albe-1x03-socoteala,Socoteala,1,3.0,regular,2020-12-06,,2020-12-06T12:00:00+00:00,60.0,
1980932,https://www.tvmaze.com/episodes/1980932/cuzie-pisma-1x20-kak-sdelat-kaming-aut-stavki-zlo-pocemu-on-ohladel,"""Как сделать каминг-аут?"", ""Ставки - зло!"", ""Почему он охладел?""",1,20.0,regular,2020-12-06,,2020-12-06T12:00:00+00:00,63.0,
1970253,https://www.tvmaze.com/episodes/1970253/amore-1x49-truth-will-prevail-12,Truth Will Prevail (1/2),1,49.0,regular,2020-12-06,,2020-12-06T12:00:00+00:00,30.0,
1978261,https://www.tvmaze.com/episodes/1978261/ultra-galaxy-fight-the-absolute-conspiracy-1x03-part-3,Part 3,1,3.0,regular,2020-12-06,,2020-12-06T12:00:00+00:00,14.0,
1982625,https://www.tvmaze.com/episodes/1982625/pappas-pojkar-1x01-obekvam-striptease-och-en-skrikande-bebis,Obekväm striptease (och en skrikande bebis),1,1.0,regular,2020-12-06,,2020-12-06T12:00:00+00:00,22.0,
1982626,https://www.tvmaze.com/episodes/1982626/pappas-pojkar-1x02-dagsfylla-men-var-ar-festen,Dagsfylla!! Men var är festen?,1,2.0,regular,2020-12-06,,2020-12-06T12:00:00+00:00,22.0,
1982627,https://www.tvmaze.com/episodes/1982627/pappas-pojkar-1x03-herman-forsoker-bli-bedragare,Herman försöker bli bedragare,1,3.0,regular,2020-12-06,,2020-12-06T12:00:00+00:00,22.0,
