id,url,name,season,number,type,airdate,airtime,airstamp,runtime,summary
1977901,https://www.tvmaze.com/episodes/1977901/obycnaa-zensina-2x05-seria-14,Серия 14,2,5.0,regular,2020-12-28,10:00,2020-12-27T22:00:00+00:00,46.0,
2164196,https://www.tvmaze.com/episodes/2164196/ispoved-1x10-aem-tillmari,Аэм Тиллмари,1,10.0,regular,2020-12-28,12:00,2020-12-28T00:00:00+00:00,48.0,
1982411,https://www.tvmaze.com/episodes/1982411/volk-1x13-seria-13,Серия 13,1,13.0,regular,2020-12-28,,2020-12-28T00:00:00+00:00,51.0,
1982412,https://www.tvmaze.com/episodes/1982412/volk-1x14-seria-14,Серия 14,1,14.0,regular,2020-12-28,,2020-12-28T00:00:00+00:00,51.0,
2062930,https://www.tvmaze.com/episodes/2062930/god-of-ten-thousand-realms-1x05-episode-5,Episode 5,1,5.0,regular,2020-12-28,10:00,2020-12-28T02:00:00+00:00,7.0,
2140389,https://www.tvmaze.com/episodes/2140389/going-seventeen-2020-12-28-ttt-1-hyperrealism-ver,TTT #1 (Hyperrealism Ver.),2020,44.0,regular,2020-12-28,,2020-12-28T03:00:00+00:00,30.0,
2324421,https://www.tvmaze.com/episodes/2324421/unique-lady-2x09-episode-9,Episode 9,2,9.0,regular,2020-12-28,12:00,2020-12-28T04:00:00+00:00,40.0,
2324422,https://www.tvmaze.com/episodes/2324422/unique-lady-2x10-episode-10,Episode 10,2,10.0,regular,2020-12-28,12:00,2020-12-28T04:00:00+00:00,40.0,
1998598,https://www.tvmaze.com/episodes/1998598/unique-lady-2-1x09-episode-9,Episode 9,1,9.0,regular,2020-12-28,,2020-12-28T04:00:00+00:00,45.0,
1998599,https://www.tvmaze.com/episodes/1998599/unique-lady-2-1x10-episode-10,Episode 10,1,10.0,regular,2020-12-28,,2020-12-28T04:00:00+00:00,45.0,
2005758,https://www.tvmaze.com/episodes/2005758/legend-of-yun-qian-1x11-episode-11,Episode 11,1,11.0,regular,2020-12-28,,2020-12-28T04:00:00+00:00,4.0,
2065446,https://www.tvmaze.com/episodes/2065446/the-wonderland-of-ten-thousands-4x33-episode-33-161,Episode 33 (161),4,33.0,regular,2020-12-28,,2020-12-28T04:00:00+00:00,10.0,
2087587,https://www.tvmaze.com/episodes/2087587/klassen-4x03-be-the-last,Be the last,4,3.0,regular,2020-12-28,06:00,2020-12-28T05:00:00+00:00,10.0,
1995497,https://www.tvmaze.com/episodes/1995497/a-love-so-beautiful-1x01-love-letter,Love Letter,1,1.0,regular,2020-12-28,17:00,2020-12-28T08:00:00+00:00,25.0,
1996795,https://www.tvmaze.com/episodes/1996795/alex-og-aune-1x17-fokus-ved-reisens-slutt,Fokus ved reisens slutt,1,17.0,regular,2020-12-28,,2020-12-28T11:00:00+00:00,12.0,
2029554,https://www.tvmaze.com/episodes/2029554/labyrint-5x04-episode-4,Episode 4,5,4.0,regular,2020-12-28,,2020-12-28T11:00:00+00:00,32.0,
