id,url,name,season,number,type,airdate,airtime,airstamp,runtime,image,summary
1988859,https://www.tvmaze.com/episodes/1988859/sim-for-you-4x21-chanyeols-episode-21,Chanyeol's Episode 21,4,21.0,regular,2020-12-12,06:00,2020-12-11T21:00:00+00:00,16.0,,<p><b>#LastNightOfSummerVacation #10PointsOutof10 #TheRevealoftheFinalGift</b></p>
1986140,https://www.tvmaze.com/episodes/1986140/soul-land-7x04-di134ji,第134集,7,4.0,regular,2020-12-12,10:00,2020-12-12T02:00:00+00:00,20.0,,
2138925,https://www.tvmaze.com/episodes/2138925/tokyo-joshi-pro-wrestling-2020-12-12-tjpw-fall-tour-20-womm-wrestling-of-my-mind,TJPW Fall Tour '20 ~ WOMM (Wrestling Of My Mind) ~,2020,43.0,regular,2020-12-12,12:00,2020-12-12T03:00:00+00:00,120.0,,
1962057,https://www.tvmaze.com/episodes/1962057/heaven-officials-blessing-1x08-foreboding-wind-of-the-ancient-country,Foreboding Wind of the Ancient Country,1,8.0,regular,2020-12-12,11:00,2020-12-12T03:00:00+00:00,25.0,,
1972565,https://www.tvmaze.com/episodes/1972565/the-wolf-1x23-episode-23,Episode 23,1,23.0,regular,2020-12-12,,2020-12-12T04:00:00+00:00,45.0,,
1972566,https://www.tvmaze.com/episodes/1972566/the-wolf-1x24-episode-24,Episode 24,1,24.0,regular,2020-12-12,,2020-12-12T04:00:00+00:00,45.0,,
1998578,https://www.tvmaze.com/episodes/1998578/mr-right-is-here-1x07-episode-7,Episode 7,1,7.0,regular,2020-12-12,,2020-12-12T04:00:00+00:00,45.0,,
1998579,https://www.tvmaze.com/episodes/1998579/mr-right-is-here-1x08-episode-8,Episode 8,1,8.0,regular,2020-12-12,,2020-12-12T04:00:00+00:00,45.0,,
2113320,https://www.tvmaze.com/episodes/2113320/klassen-3x18-herman-dahl-tar-over,Herman Dahl tar over,3,18.0,regular,2020-12-12,05:00,2020-12-12T04:00:00+00:00,12.0,,
1977320,https://www.tvmaze.com/episodes/1977320/stjernestov-1x12-episode-12,Episode 12,1,12.0,regular,2020-12-12,06:00,2020-12-12T05:00:00+00:00,20.0,"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/290/726346.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/290/726346.jpg'}",
2212166,https://www.tvmaze.com/episodes/2212166/zombety-1x07-7-seria,7 серия,1,7.0,regular,2020-12-12,,2020-12-12T07:00:00+00:00,,,
