id,url,name,season,number,type,airdate,airtime,airstamp,runtime,image,summary
1988861,https://www.tvmaze.com/episodes/1988861/sim-for-you-4x23-chanyeols-episode-23,Chanyeol's Episode 23,4,23.0,regular,2020-12-17,06:00,2020-12-16T21:00:00+00:00,16.0,,<p><b>#Scared Meㅇㅍㅇ #Under The Sea♬ #The Last Supper</b></p>
1977892,https://www.tvmaze.com/episodes/1977892/obycnaa-zensina-2x01-seria-10,Серия 10,2,1.0,regular,2020-12-17,10:00,2020-12-16T22:00:00+00:00,36.0,"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/289/723163.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/289/723163.jpg'}",
1977898,https://www.tvmaze.com/episodes/1977898/obycnaa-zensina-2x02-seria-11,Серия 11,2,2.0,regular,2020-12-17,10:00,2020-12-16T22:00:00+00:00,45.0,"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/289/723164.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/289/723164.jpg'}",
1963998,https://www.tvmaze.com/episodes/1963998/257-pricin-ctoby-zit-2x08-seria-21,Серия 21,2,8.0,regular,2020-12-17,,2020-12-17T00:00:00+00:00,25.0,,
1949910,https://www.tvmaze.com/episodes/1949910/smesariki-novyj-sezon-1x31-emigrant-cast-1,Эмигрант. Часть 1,1,31.0,regular,2020-12-17,,2020-12-17T00:00:00+00:00,6.0,,
1949911,https://www.tvmaze.com/episodes/1949911/smesariki-novyj-sezon-1x32-zag,Заг,1,32.0,regular,2020-12-17,,2020-12-17T00:00:00+00:00,6.0,,
1960728,https://www.tvmaze.com/episodes/1960728/psih-1x07-osoznanie,Осознание,1,7.0,regular,2020-12-17,12:00,2020-12-17T00:00:00+00:00,61.0,"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/301/752692.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/301/752692.jpg'}",
1982405,https://www.tvmaze.com/episodes/1982405/volk-1x07-seria-07,Серия 07,1,7.0,regular,2020-12-17,,2020-12-17T00:00:00+00:00,51.0,,
1982406,https://www.tvmaze.com/episodes/1982406/volk-1x08-seria-08,Серия 08,1,8.0,regular,2020-12-17,,2020-12-17T00:00:00+00:00,51.0,,
1988012,https://www.tvmaze.com/episodes/1988012/muzskaa-tema-1x01-seria-1,Серия 1,1,1.0,regular,2020-12-17,12:00,2020-12-17T00:00:00+00:00,33.0,,
