_embedded_show_rating_average
""
""
7.3
""
""
""
4.8
""
""
""
""
""
7.5
""
""
""
""
""
""
""
""
""
""
""
""
""
7.4
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
7.6
8.0
""
""
""
""
""
""
""
7.5
""
""
7.1
7.1
""
""
""
7.5
7.5
7.5
7.5
7.5
7.5
7.5
7.5
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
7.8
""
""
8.2
""
""
7.2
""
6.5
6.5
6.5
6.5
""
""
""
""
""
""
""
""
""
""
6.2
""
""
""
""
""
""
""
""
""
""
""
""
""
7.1
7.1
7.1
7.1
7.1
7.1
""
