_embedded_show_rating_average
""
""
""
4.8
""
""
""
""
""
7.5
""
""
""
""
""
""
""
""
""
""
7.4
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
7.3
7.6
8.0
""
""
""
""
""
""
7.1
7.1
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
7.8
""
8.2
""
""
7.2
""
7.8
7.8
7.8
7.8
7.8
""
""
""
""
""
""
6.2
""
""
""
""
""
""
""
""
""
""
""
6.8
6.8
6.8
6.8
""
""
""
