_embedded_show_schedule_time,_embedded_show_schedule_days
,['Monday']
,['Friday']
12:00,['Friday']
12:00,['Friday']
10:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
,[]
,[]
,['Friday']
,"['Tuesday', 'Friday']"
10:00,"['Monday', 'Friday']"
,[]
06:00,['Friday']
06:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
06:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday']"
,['Friday']
18:00,['Saturday']
00:00,"['Friday', 'Saturday', 'Sunday']"
,['Friday']
,[]
,['Friday']
,['Friday']
,['Saturday']
,['Saturday']
12:00,['Friday']
12:00,['Friday']
20:00,['Friday']
,['Friday']
22:45,['Friday']
,['Friday']
,['Friday']
,[]
,[]
,[]
,[]
,[]
,[]
,['Friday']
,['Friday']
,['Monday']
,['Monday']
,['Monday']
,['Monday']
,[]
,['Sunday']
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
,['Wednesday']
,[]
,['Thursday']
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,['Wednesday']
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,['Friday']
,[]
,[]
,['Saturday']
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,['Monday']
,[]
,['Wednesday']
,['Wednesday']
,[]
,[]
,[]
,[]
,[]
,[]
,['Friday']
20:00,['Friday']
,['Friday']
,[]
20:00,"['Wednesday', 'Thursday', 'Friday']"
20:00,"['Wednesday', 'Thursday', 'Friday']"
,['Friday']
,['Friday']
,['Friday']
,[]
,[]
,[]
,[]
,[]
,[]
,['Friday']
,['Friday']
,['Friday']
,['Friday']
,['Friday']
,[]
,[]
,[]
,[]
,[]
,[]
12:00,['Friday']
,['Friday']
,['Friday']
,['Friday']
,['Friday']
,['Friday']
,['Friday']
,['Friday']
20:00,"['Wednesday', 'Thursday', 'Friday']"
20:00,"['Wednesday', 'Thursday', 'Friday']"
,['Friday']
,"['Tuesday', 'Friday']"
,['Friday']
,['Friday']
,['Friday']
,['Friday']
,['Friday']
08:30,['Friday']
,[]
08:30,['Friday']
08:00,['Friday']
08:00,['Friday']
00:00,"['Monday', 'Wednesday', 'Friday']"
,['Friday']
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,[]
,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
18:00,['Saturday']
,['Friday']
,[]
,[]
,[]
,[]
,['Friday']
21:00,['Thursday']
21:00,['Thursday']
21:00,['Thursday']
20:00,['Friday']
20:55,['Friday']
22:00,['Friday']
