_embedded_show_rating_average
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8.0
8.0
8.0
8.0
8.0
8.0
8.0
8.0
8.0
8.0
8.0
8.0
8.0
""
""
""
""
""
6.4
6.4
""
6.7
6.7
6.7
6.7
6.7
6.7
6.7
6.7
6.7
6.7
""
""
""
""
7.2
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
7.2
""
""
""
""
""
""
""
""
""
7.5
""
