_embedded_show_rating_average
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
7.8
6.4
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
7.8
""
""
7.4
7.4
7.4
7.4
7.4
7.4
7.4
7.4
""
""
7.9
""
""
""
""
""
""
5.0
""
""
""
7.2
7.2
7.2
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8.2
8.2
8.2
8.2
8.2
8.2
8.2
""
""
