_embedded_show_rating_average
""
""
7.7
""
8.3
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
6.7
6.7
6.7
6.7
6.7
6.7
6.7
6.7
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
5.0
5.0
5.0
5.0
5.0
5.0
5.0
