_embedded_show_rating_average
""
7.7
7.7
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
7.4
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
7.6
8.0
""
""
8.2
""
""
5.9
""
""
7.1
""
""
""
""
""
""
""
""
""
""
""
""
6.8
6.8
6.8
6.8
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8.2
""
""
7.2
""
6.5
6.5
6.5
""
""
6.2
""
""
""
""
""
""
""
""
