_embedded_show_rating_average
""
6.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
6.4
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
7.9
7.9
7.9
7.9
7.9
7.9
7.9
7.9
7.9
7.9
""
8.6
6.6
6.6
6.6
6.6
6.6
6.6
6.6
6.6
6.6
""
""
""
""
""
""
""
""
""
""
""
""
8.3
8.3
8.3
8.3
8.3
8.3
""
""
""
""
""
""
""
""
""
""
""
""
5.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
7.2
7.2
7.2
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
7.4
7.4
7.4
7.4
7.4
7.4
7.4
7.4
7.4
7.4
7.4
7.4
7.4
""
""
6.8
""
""
""
""
""
""
""
""
""
""
""
