_embedded_show_rating_average
""
6.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
6.4
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
7.8
8.6
""
6.9
6.9
6.9
6.9
6.9
7.1
7.1
7.1
7.1
7.1
7.1
""
""
""
""
""
""
""
""
""
""
""
""
7.0
7.0
7.0
7.0
7.0
7.0
7.0
7.0
7.0
7.0
""
""
""
""
""
""
""
""
""
""
5.0
""
""
""
""
""
""
""
""
""
7.2
7.2
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
6.0
""
""
""
4.3
4.4
""
