_embedded_show_rating_average
7.7
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
7.3
""
""
""
""
""
6.4
6.4
""
""
""
""
7.2
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
7.2
""
""
""
""
""
""
""
7.5
""
7.5
""
