_embedded_show_rating_average
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
7.8
""
""
""
""
""
""
8.8
""
""
7.0
""
""
""
""
6.6
6.6
6.6
6.6
6.6
6.6
""
6.2
6.2
6.2
6.2
6.2
6.2
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.6
""
""
""
""
7.2
""
""
