_embedded_show_rating_average
7.7
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
7.0
""
""
6.0
""
""
""
7.8
""
""
6.0
""
""
""
""
7.6
""
""
""
6.8
6.8
6.8
6.8
6.8
6.8
6.8
6.8
6.8
6.8
""
""
7.5
7.5
7.5
7.5
7.5
7.5
7.5
7.5
""
5.9
""
""
7.2
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
8.2
""
""
6.2
""
""
""
""
""
""
""
5.0
5.0
5.0
5.0
5.0
5.0
