_embedded_show_rating_average
""
6.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
6.4
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
6.7
6.7
6.7
6.7
6.7
6.7
6.7
6.7
6.7
6.7
8.6
7.2
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
5.0
""
6.7
6.7
6.7
6.7
6.7
6.7
6.7
6.7
""
""
""
7.2
7.2
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
4.4
""
""
""
""
""
